period	AA	TT	CC	GG	SS	WW	RR	YY	sample	condition
10.100000	0.015552	0.012796	0.004236	0.004600	0.008314	0.011796	0.008672	0.011681	25	apoptotic
10.200000	0.012998	0.013059	0.005339	0.005253	0.010677	0.007423	0.005481	0.007320	25	apoptotic
10.300000	0.008182	0.011505	0.012598	0.006055	0.011337	0.005747	0.008874	0.004451	25	apoptotic
10.400000	0.001995	0.009492	0.015278	0.005874	0.008902	0.005467	0.008294	0.001912	25	apoptotic
10.500000	0.005269	0.008438	0.013208	0.008080	0.005078	0.003478	0.003445	0.000654	25	apoptotic
10.600000	0.009676	0.009509	0.008374	0.009210	0.005817	0.001841	0.006240	0.001980	25	apoptotic
10.700000	0.010573	0.011911	0.006495	0.006383	0.009198	0.004149	0.012241	0.002472	25	apoptotic
10.800000	0.008366	0.013629	0.010446	0.001155	0.010636	0.005111	0.014334	0.004446	25	apoptotic
10.900000	0.007031	0.013442	0.013698	0.007846	0.009955	0.004754	0.012334	0.007172	25	apoptotic
9.500000	0.015184	0.016046	0.013442	0.013781	0.005431	0.011868	0.014680	0.016684	26	apoptotic
9.600000	0.012103	0.010959	0.008539	0.010507	0.004499	0.020800	0.017030	0.009986	26	apoptotic
9.700000	0.008584	0.002339	0.008571	0.000684	0.004456	0.020676	0.012362	0.002615	26	apoptotic
9.800000	0.007822	0.007628	0.012854	0.010637	0.002560	0.011846	0.005370	0.002867	26	apoptotic
9.900000	0.009757	0.012247	0.012864	0.017192	0.002122	0.005357	0.006499	0.002192	26	apoptotic
10.000000	0.011346	0.012200	0.007749	0.016132	0.006122	0.013989	0.010176	0.005465	26	apoptotic
10.100000	0.011018	0.009732	0.003583	0.010233	0.012120	0.018368	0.011696	0.011534	26	apoptotic
10.200000	0.009960	0.009101	0.010598	0.010519	0.019450	0.017595	0.011589	0.015074	26	apoptotic
10.300000	0.010277	0.010484	0.015937	0.015538	0.025405	0.014712	0.008840	0.014494	26	apoptotic
10.400000	0.010764	0.010634	0.017272	0.016390	0.027078	0.011840	0.003599	0.012215	26	apoptotic
10.500000	0.008592	0.008581	0.015168	0.013391	0.023150	0.008500	0.008284	0.014134	26	apoptotic
10.600000	0.003026	0.005820	0.011370	0.011845	0.014584	0.004545	0.016584	0.019191	26	apoptotic
10.700000	0.004585	0.006304	0.007823	0.013726	0.005307	0.003214	0.021420	0.021949	26	apoptotic
10.800000	0.011312	0.009775	0.005812	0.014203	0.008130	0.004860	0.020905	0.020118	26	apoptotic
10.900000	0.014775	0.013053	0.005742	0.011321	0.013537	0.005096	0.015596	0.014225	26	apoptotic
9.500000	0.000174	0.000914	0.014613	0.013866	0.007194	0.017100	0.017050	0.016740	27	apoptotic
9.600000	0.006360	0.009000	0.011421	0.005301	0.004394	0.011017	0.013381	0.010034	27	apoptotic
9.700000	0.014045	0.017642	0.006195	0.004444	0.008180	0.005846	0.007865	0.003098	27	apoptotic
9.800000	0.019770	0.021465	0.008965	0.009360	0.008218	0.006505	0.005490	0.005370	27	apoptotic
9.900000	0.020813	0.018098	0.009912	0.009246	0.004507	0.004766	0.006217	0.005792	27	apoptotic
10.000000	0.017286	0.009784	0.004955	0.008668	0.009208	0.009822	0.006209	0.004252	27	apoptotic
10.100000	0.011554	0.004702	0.003823	0.010237	0.016074	0.017534	0.004956	0.003201	27	apoptotic
10.200000	0.008294	0.008962	0.010109	0.009684	0.018902	0.019846	0.002944	0.001856	27	apoptotic
10.300000	0.009162	0.009570	0.011394	0.005192	0.017074	0.014634	0.002625	0.004810	27	apoptotic
10.400000	0.009722	0.005644	0.007338	0.001829	0.012352	0.006273	0.006086	0.009676	27	apoptotic
10.500000	0.008099	0.001900	0.003287	0.006713	0.006911	0.012174	0.009885	0.012369	27	apoptotic
10.600000	0.004882	0.005843	0.009027	0.008180	0.002018	0.020417	0.012643	0.011027	27	apoptotic
10.700000	0.002390	0.007519	0.014083	0.007144	0.002582	0.022879	0.013952	0.005915	27	apoptotic
10.800000	0.003972	0.005880	0.016747	0.009205	0.005301	0.019357	0.014201	0.003352	27	apoptotic
10.900000	0.005244	0.002246	0.017695	0.014012	0.005715	0.012261	0.014334	0.009751	27	apoptotic
9.500000	0.006472	0.005920	0.006734	0.007381	0.005080	0.008327	0.015110	0.016377	28	apoptotic
9.600000	0.007441	0.007113	0.007254	0.014264	0.008009	0.007138	0.014092	0.023674	28	apoptotic
9.700000	0.003580	0.007295	0.008583	0.016695	0.011609	0.004077	0.019045	0.026993	28	apoptotic
9.800000	0.002872	0.005398	0.010018	0.012598	0.013850	0.001155	0.022108	0.023331	28	apoptotic
9.900000	0.007797	0.003537	0.011541	0.006476	0.013996	0.006095	0.018209	0.014787	28	apoptotic
10.000000	0.008455	0.002892	0.013657	0.009586	0.011270	0.008311	0.009034	0.008008	28	apoptotic
10.100000	0.005368	0.002634	0.015365	0.014210	0.005584	0.006923	0.001327	0.005825	28	apoptotic
10.200000	0.004338	0.003993	0.015067	0.014938	0.001618	0.004544	0.005609	0.002736	28	apoptotic
10.300000	0.006507	0.005600	0.011934	0.012135	0.006880	0.005608	0.003839	0.006407	28	apoptotic
10.400000	0.005546	0.005991	0.006859	0.007379	0.008937	0.007280	0.004374	0.012248	28	apoptotic
10.500000	0.001308	0.005590	0.003251	0.003186	0.007527	0.007818	0.011961	0.014124	28	apoptotic
10.600000	0.006248	0.005460	0.005220	0.005196	0.004605	0.008577	0.016445	0.012322	28	apoptotic
10.700000	0.011806	0.005349	0.006375	0.008074	0.003810	0.009347	0.015851	0.012266	28	apoptotic
10.800000	0.014116	0.004783	0.004847	0.008549	0.004513	0.008142	0.011980	0.015998	28	apoptotic
10.900000	0.012494	0.005080	0.001361	0.006631	0.003763	0.004264	0.009826	0.017848	28	apoptotic
9.500000	0.011191	0.011786	0.001715	0.002699	0.006413	0.001984	0.007558	0.007818	29	apoptotic
9.600000	0.007255	0.014964	0.002901	0.005724	0.003890	0.007678	0.007428	0.007326	29	apoptotic
9.700000	0.003601	0.012587	0.005393	0.003708	0.010739	0.012673	0.005234	0.005018	29	apoptotic
9.800000	0.003850	0.006252	0.006023	0.002885	0.013591	0.014693	0.001974	0.003938	29	apoptotic
9.900000	0.004446	0.002923	0.005185	0.007286	0.009271	0.013643	0.003610	0.004632	29	apoptotic
10.000000	0.002624	0.007128	0.004643	0.007662	0.006051	0.010261	0.004839	0.003893	29	apoptotic
10.100000	0.002541	0.008017	0.004607	0.003543	0.011791	0.005254	0.003914	0.002106	29	apoptotic
10.200000	0.005824	0.005430	0.003753	0.004260	0.012905	0.002975	0.002494	0.003883	29	apoptotic
10.300000	0.007020	0.002000	0.003353	0.009033	0.007068	0.006871	0.002869	0.006446	29	apoptotic
10.400000	0.005687	0.004432	0.005486	0.010091	0.007550	0.009390	0.004606	0.007360	29	apoptotic
10.500000	0.005163	0.006937	0.007226	0.007709	0.017210	0.010425	0.005957	0.006362	29	apoptotic
10.600000	0.007843	0.007221	0.006871	0.005219	0.021913	0.011891	0.005519	0.005858	29	apoptotic
10.700000	0.009692	0.005518	0.005254	0.005029	0.019044	0.013996	0.004245	0.009986	29	apoptotic
10.800000	0.008636	0.002911	0.005676	0.003802	0.009947	0.014770	0.008290	0.015901	29	apoptotic
10.900000	0.005231	0.002277	0.007907	0.003138	0.002523	0.012951	0.014982	0.019976	29	apoptotic
9.500000	0.016918	0.017402	0.011094	0.011355	0.016157	0.009646	0.010733	0.009561	3	apoptotic
9.600000	0.012167	0.018172	0.008167	0.011192	0.014178	0.005920	0.010825	0.005183	3	apoptotic
9.700000	0.005615	0.014363	0.002823	0.010424	0.007637	0.009491	0.009444	0.008537	3	apoptotic
9.800000	0.010954	0.012370	0.006168	0.008558	0.001948	0.020843	0.009793	0.011297	3	apoptotic
9.900000	0.014662	0.012858	0.009604	0.004576	0.007910	0.024742	0.009459	0.008873	3	apoptotic
10.000000	0.012112	0.010526	0.010249	0.002079	0.010463	0.017980	0.007421	0.003581	3	apoptotic
10.100000	0.005254	0.004670	0.009717	0.006829	0.009691	0.003995	0.007944	0.007373	3	apoptotic
10.200000	0.002498	0.002676	0.009245	0.009535	0.009329	0.011366	0.010910	0.012454	3	apoptotic
10.300000	0.006834	0.005816	0.008149	0.008889	0.011434	0.019284	0.011600	0.012983	3	apoptotic
10.400000	0.007588	0.004660	0.005801	0.005859	0.013673	0.017502	0.009290	0.008945	3	apoptotic
10.500000	0.006060	0.000023	0.002697	0.003221	0.014412	0.007678	0.006753	0.003889	3	apoptotic
10.600000	0.004657	0.005370	0.003159	0.002949	0.013390	0.005341	0.006845	0.006164	3	apoptotic
10.700000	0.003722	0.008617	0.007058	0.001696	0.010776	0.016189	0.006960	0.008630	3	apoptotic
10.800000	0.002043	0.008322	0.010363	0.001876	0.006995	0.021658	0.005504	0.007278	3	apoptotic
10.900000	0.003069	0.005741	0.011713	0.006331	0.003534	0.021551	0.005744	0.003458	3	apoptotic
9.500000	0.008267	0.009008	0.008293	0.007737	0.007864	0.016945	0.009581	0.008017	30	apoptotic
9.600000	0.002380	0.010010	0.006894	0.004618	0.007449	0.016273	0.008076	0.003381	30	apoptotic
9.700000	0.002054	0.007198	0.003553	0.005663	0.012728	0.014372	0.008029	0.007957	30	apoptotic
9.800000	0.001025	0.002406	0.001090	0.003679	0.019567	0.011334	0.011284	0.009470	30	apoptotic
9.900000	0.003123	0.002532	0.005605	0.001155	0.022748	0.008313	0.010090	0.007456	30	apoptotic
10.000000	0.006575	0.005678	0.009363	0.005348	0.018952	0.005597	0.003823	0.008437	30	apoptotic
10.100000	0.008173	0.007481	0.010995	0.008618	0.009310	0.002145	0.010292	0.013632	30	apoptotic
10.200000	0.007675	0.007877	0.010086	0.010127	0.001139	0.002856	0.019715	0.016254	30	apoptotic
10.300000	0.005820	0.006922	0.007708	0.008991	0.006758	0.005867	0.023680	0.013815	30	apoptotic
10.400000	0.003838	0.006015	0.006681	0.004720	0.005491	0.007853	0.021170	0.008273	30	apoptotic
10.500000	0.004265	0.006558	0.007708	0.001938	0.005361	0.010928	0.014888	0.006882	30	apoptotic
10.600000	0.007030	0.006833	0.007951	0.008632	0.014583	0.015089	0.010582	0.009722	30	apoptotic
10.700000	0.009450	0.005052	0.006273	0.013088	0.022174	0.017422	0.011811	0.009222	30	apoptotic
10.800000	0.010158	0.001345	0.004093	0.013802	0.024510	0.015633	0.013610	0.004794	30	apoptotic
10.900000	0.008795	0.002956	0.004844	0.011061	0.021281	0.009561	0.013351	0.004176	30	apoptotic
9.500000	0.006777	0.006977	0.009558	0.008803	0.015690	0.020831	0.002080	0.006458	31	apoptotic
9.600000	0.003662	0.005229	0.008713	0.009068	0.008733	0.024849	0.008173	0.010083	31	apoptotic
9.700000	0.009157	0.009774	0.006531	0.012992	0.006390	0.022325	0.006748	0.007712	31	apoptotic
9.800000	0.010192	0.010569	0.007726	0.010500	0.012831	0.015902	0.003752	0.003615	31	apoptotic
9.900000	0.008449	0.006323	0.009462	0.003873	0.012967	0.009137	0.007502	0.004916	31	apoptotic
10.000000	0.008897	0.001102	0.007893	0.003388	0.007687	0.005213	0.006764	0.004778	31	apoptotic
10.100000	0.010549	0.006751	0.003288	0.004624	0.009740	0.007329	0.000891	0.006053	31	apoptotic
10.200000	0.010336	0.010445	0.001998	0.001722	0.017566	0.013878	0.008629	0.010939	31	apoptotic
10.300000	0.008120	0.011798	0.005253	0.002722	0.021361	0.020270	0.013331	0.013348	31	apoptotic
10.400000	0.005057	0.011671	0.005700	0.004617	0.019708	0.023245	0.010963	0.011141	31	apoptotic
10.500000	0.004666	0.010461	0.004141	0.002381	0.014453	0.021379	0.003065	0.006643	31	apoptotic
10.600000	0.009248	0.008528	0.002422	0.003139	0.009156	0.015537	0.009790	0.007480	31	apoptotic
10.700000	0.013922	0.007435	0.001914	0.008975	0.007489	0.008661	0.018359	0.011573	31	apoptotic
10.800000	0.015716	0.008041	0.002371	0.012082	0.007943	0.005510	0.021252	0.013693	31	apoptotic
10.900000	0.013214	0.008182	0.003573	0.010784	0.007134	0.006714	0.018504	0.014527	31	apoptotic
9.500000	0.012738	0.012296	0.003666	0.003929	0.001815	0.019351	0.006929	0.004519	4	apoptotic
9.600000	0.013197	0.004765	0.006674	0.005505	0.005098	0.018663	0.010566	0.009482	4	apoptotic
9.700000	0.010751	0.005192	0.005887	0.003541	0.004950	0.011663	0.016477	0.013502	4	apoptotic
9.800000	0.009051	0.009413	0.001735	0.001849	0.004303	0.002497	0.017001	0.015271	4	apoptotic
9.900000	0.010725	0.008666	0.005081	0.000715	0.005201	0.004267	0.011436	0.012564	4	apoptotic
10.000000	0.012670	0.004125	0.010042	0.003698	0.005072	0.006035	0.007261	0.005505	4	apoptotic
10.100000	0.012565	0.005905	0.012758	0.009173	0.004257	0.003855	0.011037	0.004147	4	apoptotic
10.200000	0.011032	0.011528	0.012824	0.013067	0.004528	0.001694	0.012615	0.011256	4	apoptotic
10.300000	0.009264	0.013769	0.010257	0.013069	0.005390	0.003747	0.009706	0.014128	4	apoptotic
10.400000	0.007128	0.011991	0.005797	0.009098	0.008763	0.008299	0.006825	0.012708	4	apoptotic
10.500000	0.004120	0.007834	0.002449	0.003767	0.014366	0.014913	0.008700	0.010305	4	apoptotic
10.600000	0.004700	0.003858	0.004763	0.005043	0.018548	0.020750	0.010281	0.011542	4	apoptotic
10.700000	0.009444	0.002064	0.005592	0.008225	0.018435	0.022811	0.009934	0.015293	4	apoptotic
10.800000	0.012808	0.002906	0.003086	0.008948	0.013334	0.019702	0.011069	0.018440	4	apoptotic
10.900000	0.012773	0.005530	0.001945	0.008255	0.005641	0.012268	0.014752	0.019979	4	apoptotic
9.500000	0.018042	0.017908	0.003136	0.003095	0.010888	0.003682	0.005392	0.003999	5	apoptotic
9.600000	0.018373	0.021136	0.009459	0.002853	0.007727	0.002910	0.006823	0.004072	5	apoptotic
9.700000	0.013079	0.015302	0.014828	0.011025	0.020712	0.013530	0.004209	0.005208	5	apoptotic
9.800000	0.005937	0.005666	0.017355	0.017051	0.023539	0.021841	0.001324	0.002877	5	apoptotic
9.900000	0.002339	0.007577	0.015751	0.017203	0.014203	0.021756	0.004207	0.004231	5	apoptotic
10.000000	0.003880	0.010066	0.010071	0.011494	0.004478	0.013313	0.007074	0.010738	5	apoptotic
10.100000	0.004008	0.005856	0.002939	0.004354	0.017545	0.003202	0.010316	0.013997	5	apoptotic
10.200000	0.003477	0.003983	0.007041	0.007516	0.024492	0.010251	0.013383	0.012443	5	apoptotic
10.300000	0.003097	0.010388	0.011348	0.010156	0.022719	0.013826	0.014647	0.008105	5	apoptotic
10.400000	0.002733	0.012284	0.011536	0.007504	0.015324	0.010995	0.013247	0.006717	5	apoptotic
10.500000	0.002409	0.008556	0.009027	0.002977	0.007054	0.004859	0.009890	0.008406	5	apoptotic
10.600000	0.002210	0.001897	0.007134	0.008029	0.002366	0.003067	0.008286	0.007968	5	apoptotic
10.700000	0.001849	0.005879	0.007152	0.012954	0.004925	0.005697	0.012014	0.006299	5	apoptotic
10.800000	0.001188	0.009503	0.006693	0.014122	0.007514	0.005376	0.016758	0.008695	5	apoptotic
10.900000	0.001914	0.008885	0.005649	0.011769	0.007513	0.003146	0.019027	0.013741	5	apoptotic
9.500000	0.009216	0.008673	0.010063	0.010193	0.003197	0.017033	0.023271	0.025235	6	apoptotic
9.600000	0.013969	0.008342	0.006094	0.006517	0.006041	0.014084	0.014458	0.012578	6	apoptotic
9.700000	0.012407	0.004822	0.008721	0.004020	0.008177	0.006300	0.007081	0.003646	6	apoptotic
9.800000	0.007743	0.005026	0.013594	0.012242	0.006214	0.003871	0.011793	0.012994	6	apoptotic
9.900000	0.005100	0.009350	0.015049	0.017121	0.004736	0.005471	0.010050	0.011288	6	apoptotic
10.000000	0.004897	0.011107	0.012716	0.016113	0.006788	0.004161	0.005418	0.004445	6	apoptotic
10.100000	0.004247	0.009321	0.007927	0.010328	0.008108	0.007080	0.013649	0.011717	6	apoptotic
10.200000	0.006082	0.005879	0.003570	0.003621	0.007630	0.010397	0.018834	0.016568	6	apoptotic
10.300000	0.009426	0.005180	0.003929	0.003601	0.005861	0.009576	0.015345	0.013661	6	apoptotic
10.400000	0.011257	0.007338	0.004631	0.005115	0.004622	0.005186	0.005196	0.007178	6	apoptotic
10.500000	0.010394	0.008271	0.002618	0.003855	0.006513	0.004371	0.008332	0.009851	6	apoptotic
10.600000	0.006871	0.007116	0.002193	0.001446	0.008581	0.008368	0.016890	0.015418	6	apoptotic
10.700000	0.003205	0.005059	0.006698	0.000608	0.007741	0.009624	0.019072	0.017218	6	apoptotic
10.800000	0.007254	0.006044	0.009596	0.000451	0.004802	0.007485	0.015711	0.016340	6	apoptotic
10.900000	0.012379	0.010321	0.009406	0.002301	0.009991	0.003380	0.011452	0.014841	6	apoptotic
9.500000	0.010775	0.011044	0.006782	0.006860	0.004646	0.001550	0.018256	0.015407	7	apoptotic
9.600000	0.009513	0.010943	0.007614	0.007540	0.006670	0.008799	0.015805	0.012425	7	apoptotic
9.700000	0.008909	0.010896	0.006728	0.004366	0.006517	0.014281	0.010024	0.006962	7	apoptotic
9.800000	0.007536	0.008092	0.005052	0.002542	0.002612	0.014765	0.002906	0.002624	7	apoptotic
9.900000	0.007060	0.004888	0.003408	0.008764	0.003358	0.011676	0.005825	0.001474	7	apoptotic
10.000000	0.007258	0.003922	0.002436	0.011795	0.006333	0.006879	0.010332	0.002492	7	apoptotic
10.100000	0.005313	0.002462	0.003923	0.010149	0.005502	0.003285	0.010543	0.004186	7	apoptotic
10.200000	0.002673	0.003017	0.005991	0.005773	0.002042	0.008317	0.006810	0.004145	7	apoptotic
10.300000	0.007745	0.007687	0.006612	0.004741	0.003550	0.013439	0.004819	0.001515	7	apoptotic
10.400000	0.013144	0.011591	0.005439	0.006800	0.006314	0.015099	0.009939	0.004857	7	apoptotic
10.500000	0.015400	0.013479	0.004113	0.006410	0.006991	0.012763	0.013655	0.010619	7	apoptotic
10.600000	0.013556	0.013551	0.005458	0.005188	0.006965	0.008148	0.013273	0.014370	7	apoptotic
10.700000	0.008383	0.012634	0.007587	0.007263	0.007829	0.005765	0.009105	0.014444	7	apoptotic
10.800000	0.001904	0.011164	0.008088	0.009365	0.008577	0.007531	0.003219	0.010599	7	apoptotic
10.900000	0.004170	0.009244	0.006200	0.008116	0.007966	0.008201	0.003108	0.003993	7	apoptotic
9.500000	0.002868	0.003633	0.013775	0.012996	0.003504	0.005450	0.017565	0.016348	8	apoptotic
9.600000	0.003657	0.004897	0.015511	0.009850	0.003321	0.007429	0.018795	0.010811	8	apoptotic
9.700000	0.006714	0.003346	0.010839	0.003152	0.003903	0.006751	0.009941	0.002357	8	apoptotic
9.800000	0.004388	0.002373	0.004659	0.003299	0.008256	0.004821	0.004795	0.007406	8	apoptotic
9.900000	0.002471	0.003274	0.007681	0.004954	0.012684	0.009597	0.014118	0.011447	8	apoptotic
10.000000	0.008033	0.002079	0.010054	0.002312	0.013435	0.012682	0.015910	0.010365	8	apoptotic
10.100000	0.009776	0.002968	0.008238	0.002652	0.009241	0.009542	0.009881	0.005499	8	apoptotic
10.200000	0.006792	0.007068	0.006102	0.005808	0.003049	0.001096	0.000498	0.001858	8	apoptotic
10.300000	0.004398	0.009384	0.007955	0.005338	0.006935	0.008828	0.007916	0.005546	8	apoptotic
10.400000	0.008672	0.008950	0.010172	0.001765	0.010598	0.015798	0.011544	0.006713	8	apoptotic
10.500000	0.010949	0.007847	0.010752	0.005468	0.009281	0.017185	0.010595	0.005913	8	apoptotic
10.600000	0.008947	0.009538	0.010334	0.010650	0.004297	0.013145	0.007260	0.008168	8	apoptotic
10.700000	0.005117	0.012282	0.009503	0.013191	0.007483	0.006790	0.004547	0.013252	8	apoptotic
10.800000	0.006395	0.012987	0.007940	0.012526	0.015648	0.005790	0.005571	0.017174	8	apoptotic
10.900000	0.009227	0.011061	0.005777	0.009562	0.021781	0.008972	0.009620	0.018086	8	apoptotic
9.500000	0.002391	0.002847	0.004597	0.005237	0.002685	0.018321	0.009551	0.007895	9	apoptotic
9.600000	0.004524	0.009405	0.001244	0.010050	0.005067	0.015635	0.009443	0.009137	9	apoptotic
9.700000	0.010623	0.014594	0.000555	0.009762	0.008640	0.006106	0.005290	0.009209	9	apoptotic
9.800000	0.013358	0.014268	0.003250	0.005767	0.012814	0.002843	0.004834	0.009137	9	apoptotic
9.900000	0.011454	0.009067	0.006535	0.004274	0.015244	0.005259	0.011076	0.008564	9	apoptotic
10.000000	0.005892	0.005583	0.007898	0.005982	0.014070	0.005179	0.014034	0.008953	9	apoptotic
10.100000	0.002344	0.008107	0.006379	0.005306	0.009892	0.012748	0.011997	0.010286	9	apoptotic
10.200000	0.008986	0.008600	0.004840	0.004688	0.006132	0.018881	0.006586	0.009557	9	apoptotic
10.300000	0.013822	0.006495	0.007073	0.007062	0.006207	0.018365	0.003459	0.005247	9	apoptotic
10.400000	0.015452	0.006047	0.009181	0.008579	0.007775	0.011405	0.007431	0.003237	9	apoptotic
10.500000	0.013651	0.007995	0.008921	0.007871	0.008732	0.002540	0.009952	0.009028	9	apoptotic
10.600000	0.009170	0.009738	0.006765	0.007198	0.008412	0.005939	0.009373	0.011629	9	apoptotic
10.700000	0.004461	0.011690	0.004121	0.008709	0.006282	0.007449	0.005608	0.009656	9	apoptotic
10.800000	0.005555	0.013668	0.001857	0.009829	0.003698	0.005122	0.000810	0.007610	9	apoptotic
10.900000	0.008685	0.013692	0.000441	0.008202	0.005599	0.009923	0.008500	0.012991	9	apoptotic
9.500000	0.000954	0.001660	0.001919	0.001587	0.005664	0.007256	0.008395	0.008868	1	conmouse
9.600000	0.001631	0.006932	0.005096	0.003596	0.012199	0.009944	0.013423	0.018417	1	conmouse
9.700000	0.004554	0.011971	0.006031	0.006966	0.019127	0.007440	0.009529	0.015601	1	conmouse
9.800000	0.013911	0.016296	0.007532	0.008574	0.024024	0.002837	0.004462	0.005454	1	conmouse
9.900000	0.021921	0.017738	0.008999	0.007407	0.025253	0.004686	0.011343	0.015609	1	conmouse
10.000000	0.023554	0.015474	0.007764	0.004353	0.022689	0.007144	0.016173	0.024598	1	conmouse
10.100000	0.017551	0.011032	0.004356	0.004310	0.017083	0.006034	0.016612	0.023252	1	conmouse
10.200000	0.007115	0.007286	0.006339	0.006569	0.010894	0.002827	0.014644	0.013687	1	conmouse
10.300000	0.003212	0.004432	0.010838	0.006153	0.006906	0.005394	0.011805	0.002672	1	conmouse
10.400000	0.009450	0.003540	0.012645	0.003430	0.005177	0.009322	0.008166	0.006140	1	conmouse
10.500000	0.011724	0.008481	0.011303	0.005025	0.002731	0.010279	0.003808	0.006462	1	conmouse
10.600000	0.012469	0.012999	0.008008	0.008834	0.001137	0.007727	0.001388	0.002116	1	conmouse
10.700000	0.013172	0.013798	0.004065	0.010257	0.004530	0.003232	0.004255	0.007850	1	conmouse
10.800000	0.012466	0.009996	0.000866	0.009215	0.005933	0.004185	0.006254	0.013202	1	conmouse
10.900000	0.009757	0.003763	0.004995	0.008298	0.004576	0.008109	0.007261	0.013507	1	conmouse
9.500000	0.008406	0.008090	0.009416	0.010212	0.005260	0.010158	0.005974	0.007769	10	conmouse
9.600000	0.013026	0.008434	0.005608	0.013808	0.013724	0.005299	0.011010	0.006146	10	conmouse
9.700000	0.015175	0.012819	0.004221	0.011505	0.018042	0.007915	0.012297	0.005754	10	conmouse
9.800000	0.016141	0.015831	0.009917	0.010413	0.015086	0.010367	0.009928	0.006313	10	conmouse
9.900000	0.017177	0.015275	0.011964	0.012986	0.006896	0.007641	0.006232	0.010551	10	conmouse
10.000000	0.017285	0.011779	0.008132	0.012093	0.008923	0.005452	0.003948	0.012682	10	conmouse
10.100000	0.014994	0.008794	0.000277	0.006991	0.016850	0.011687	0.003557	0.009964	10	conmouse
10.200000	0.010890	0.011087	0.007359	0.007355	0.019850	0.016653	0.005902	0.004248	10	conmouse
10.300000	0.006575	0.014198	0.010929	0.012541	0.017254	0.017198	0.009377	0.001759	10	conmouse
10.400000	0.003554	0.013602	0.009402	0.014038	0.011025	0.014118	0.011465	0.002475	10	conmouse
10.500000	0.002416	0.008700	0.006298	0.011493	0.004786	0.009667	0.011238	0.001211	10	conmouse
10.600000	0.002905	0.002943	0.008300	0.007491	0.006403	0.007267	0.009349	0.007527	10	conmouse
10.700000	0.004426	0.007695	0.010774	0.004544	0.010794	0.011458	0.007084	0.013078	10	conmouse
10.800000	0.006320	0.011957	0.009418	0.002078	0.013460	0.018726	0.004836	0.014982	10	conmouse
10.900000	0.007892	0.012073	0.005729	0.002923	0.014983	0.024461	0.002800	0.012467	10	conmouse
9.500000	0.005448	0.005211	0.001950	0.001985	0.006000	0.004608	0.007059	0.007395	11	conmouse
9.600000	0.007847	0.010327	0.005245	0.005795	0.007743	0.011679	0.002944	0.006139	11	conmouse
9.700000	0.004751	0.009561	0.008420	0.008401	0.012065	0.011533	0.001527	0.009171	11	conmouse
9.800000	0.002217	0.004694	0.006519	0.005790	0.012928	0.007073	0.006071	0.009087	11	conmouse
9.900000	0.006367	0.004176	0.001068	0.007241	0.008241	0.004779	0.013728	0.008058	11	conmouse
10.000000	0.006971	0.006905	0.007302	0.013870	0.007670	0.006613	0.017596	0.009426	11	conmouse
10.100000	0.004042	0.006218	0.012069	0.016382	0.015490	0.007834	0.014807	0.009368	11	conmouse
10.200000	0.003147	0.003117	0.011960	0.013127	0.018222	0.007221	0.006893	0.005308	11	conmouse
10.300000	0.006005	0.002264	0.007061	0.007874	0.012387	0.004556	0.005788	0.001571	11	conmouse
10.400000	0.006695	0.004235	0.002437	0.009385	0.001699	0.008431	0.012724	0.007836	11	conmouse
10.500000	0.005275	0.004767	0.008423	0.012586	0.013599	0.018013	0.015296	0.010778	11	conmouse
10.600000	0.004589	0.004055	0.012359	0.011066	0.022182	0.025923	0.013831	0.009539	11	conmouse
10.700000	0.006067	0.002880	0.013036	0.004892	0.022667	0.028189	0.012542	0.006467	11	conmouse
10.800000	0.007163	0.002211	0.013023	0.004871	0.015434	0.023249	0.014194	0.006964	11	conmouse
10.900000	0.006903	0.003364	0.015085	0.012432	0.005454	0.012407	0.015467	0.009415	11	conmouse
9.500000	0.008295	0.008600	0.005305	0.005974	0.007286	0.012666	0.007363	0.006886	12	conmouse
9.600000	0.006225	0.009253	0.007429	0.011350	0.010331	0.017706	0.007868	0.007467	12	conmouse
9.700000	0.004019	0.005643	0.009332	0.013609	0.008468	0.017733	0.005194	0.009052	12	conmouse
9.800000	0.002524	0.001732	0.009248	0.011123	0.004166	0.010574	0.003854	0.008518	12	conmouse
9.900000	0.002357	0.004026	0.011572	0.006093	0.005637	0.002915	0.011360	0.006339	12	conmouse
10.000000	0.004281	0.005741	0.015565	0.008011	0.008826	0.012103	0.015142	0.005074	12	conmouse
10.100000	0.004947	0.005441	0.016872	0.013045	0.009176	0.014901	0.012767	0.004825	12	conmouse
10.200000	0.002609	0.002420	0.014279	0.014358	0.007391	0.008565	0.006137	0.004311	12	conmouse
10.300000	0.005650	0.004694	0.009569	0.010868	0.005958	0.005654	0.001032	0.004244	12	conmouse
10.400000	0.013644	0.012913	0.007438	0.003846	0.007587	0.019431	0.004991	0.004278	12	conmouse
10.500000	0.020032	0.019684	0.009356	0.004415	0.010547	0.028979	0.005101	0.002964	12	conmouse
10.600000	0.021805	0.021664	0.010479	0.011011	0.012116	0.030920	0.002812	0.002525	12	conmouse
10.700000	0.018175	0.017463	0.009169	0.014188	0.011007	0.025862	0.001085	0.005947	12	conmouse
10.800000	0.011283	0.008265	0.006141	0.013305	0.007676	0.017061	0.001151	0.008891	12	conmouse
10.900000	0.008132	0.002642	0.003037	0.009070	0.006027	0.008517	0.003932	0.009902	12	conmouse
