period	AA	TT	CC	GG	SS	WW	RR	YY	sample	condition
9.500000	0.009359	0.009335	0.003798	0.004626	0.014209	0.003525	0.003039	0.001334	13	conmouse
9.600000	0.011155	0.009530	0.005780	0.005407	0.006153	0.005488	0.009766	0.005118	13	conmouse
9.700000	0.006753	0.005126	0.004447	0.005098	0.015262	0.004562	0.019582	0.017967	13	conmouse
9.800000	0.004792	0.004780	0.003294	0.005876	0.025715	0.005558	0.027636	0.030025	13	conmouse
9.900000	0.011145	0.011649	0.011831	0.006549	0.025348	0.013249	0.028379	0.033997	13	conmouse
10.000000	0.013948	0.014893	0.015654	0.006273	0.015741	0.020177	0.021740	0.027995	13	conmouse
10.100000	0.012334	0.013320	0.012850	0.006762	0.007580	0.022637	0.011892	0.015124	13	conmouse
10.200000	0.009540	0.009177	0.007276	0.007714	0.013397	0.020074	0.005034	0.001748	13	conmouse
10.300000	0.007972	0.006908	0.008343	0.006995	0.015927	0.014177	0.002484	0.007048	13	conmouse
10.400000	0.005828	0.008155	0.011285	0.004727	0.011750	0.007858	0.001691	0.009917	13	conmouse
10.500000	0.004055	0.008943	0.009796	0.004044	0.004133	0.003468	0.007317	0.009854	13	conmouse
10.600000	0.008512	0.007861	0.004423	0.005244	0.003684	0.001405	0.010969	0.010783	13	conmouse
10.700000	0.013249	0.005848	0.002095	0.005048	0.007031	0.002136	0.010375	0.012122	13	conmouse
10.800000	0.014658	0.005065	0.007025	0.004262	0.006158	0.004566	0.006369	0.012211	13	conmouse
10.900000	0.012078	0.006093	0.009220	0.006442	0.002713	0.006592	0.006418	0.011809	13	conmouse
9.500000	0.008127	0.008524	0.007980	0.007738	0.013910	0.002423	0.005064	0.008863	14	conmouse
9.600000	0.005232	0.004803	0.008263	0.008002	0.011937	0.005131	0.016057	0.014884	14	conmouse
9.700000	0.007790	0.005963	0.006779	0.003867	0.010863	0.006940	0.021079	0.015998	14	conmouse
9.800000	0.011340	0.011037	0.006852	0.004335	0.009000	0.010980	0.016040	0.013758	14	conmouse
9.900000	0.010981	0.013049	0.007432	0.012135	0.007901	0.013975	0.004285	0.010737	14	conmouse
10.000000	0.007175	0.010571	0.006898	0.015038	0.007730	0.012405	0.006958	0.008805	14	conmouse
10.100000	0.002730	0.004730	0.005709	0.011360	0.006028	0.006363	0.011217	0.007832	14	conmouse
10.200000	0.002816	0.003343	0.004907	0.004925	0.005063	0.003164	0.006744	0.008065	14	conmouse
10.300000	0.003405	0.007846	0.005075	0.008636	0.009835	0.007403	0.004344	0.010768	14	conmouse
10.400000	0.001906	0.008889	0.005991	0.012894	0.015242	0.007179	0.015134	0.015612	14	conmouse
10.500000	0.000580	0.006193	0.006195	0.011174	0.017887	0.003020	0.021618	0.020495	14	conmouse
10.600000	0.002183	0.002146	0.004702	0.003918	0.016586	0.007571	0.021430	0.023231	14	conmouse
10.700000	0.002352	0.005048	0.004697	0.006089	0.011748	0.014860	0.015970	0.022710	14	conmouse
10.800000	0.002077	0.008337	0.009673	0.014697	0.005001	0.019216	0.009739	0.019456	14	conmouse
10.900000	0.003925	0.009025	0.014985	0.019129	0.003264	0.019830	0.008743	0.015650	14	conmouse
9.500000	0.003275	0.002544	0.014237	0.014053	0.000430	0.011299	0.013212	0.012031	15	conmouse
9.600000	0.005477	0.004325	0.010249	0.015033	0.010290	0.016099	0.014958	0.010467	15	conmouse
9.700000	0.006354	0.008665	0.006107	0.014752	0.014441	0.018622	0.009730	0.007147	15	conmouse
9.800000	0.008829	0.009522	0.009198	0.011400	0.013132	0.016833	0.000488	0.005006	15	conmouse
9.900000	0.011798	0.007736	0.009936	0.005711	0.010872	0.011406	0.007598	0.003755	15	conmouse
10.000000	0.012839	0.005547	0.006525	0.003061	0.010676	0.005670	0.009872	0.003474	15	conmouse
10.100000	0.010891	0.005224	0.006231	0.006611	0.011730	0.003266	0.005819	0.006190	15	conmouse
10.200000	0.007235	0.007959	0.009752	0.009392	0.015935	0.002773	0.005041	0.009002	15	conmouse
10.300000	0.006164	0.011195	0.009703	0.010994	0.022467	0.003928	0.012690	0.010193	15	conmouse
10.400000	0.008364	0.012429	0.005556	0.011282	0.027655	0.007064	0.017535	0.010638	15	conmouse
10.500000	0.008858	0.010536	0.004068	0.010056	0.029523	0.007979	0.018126	0.012785	15	conmouse
10.600000	0.006971	0.005859	0.008859	0.007969	0.028282	0.004475	0.015792	0.016671	15	conmouse
10.700000	0.007251	0.000318	0.011106	0.006573	0.025222	0.005010	0.012972	0.019827	15	conmouse
10.800000	0.011433	0.006005	0.009507	0.006423	0.021242	0.015845	0.011355	0.020222	15	conmouse
10.900000	0.014484	0.010374	0.005511	0.006275	0.016876	0.026358	0.011013	0.017231	15	conmouse
9.500000	0.003433	0.004314	0.012113	0.012028	0.009910	0.022511	0.007496	0.009065	16	conmouse
9.600000	0.002828	0.009557	0.018208	0.014370	0.016961	0.020641	0.009385	0.017427	16	conmouse
9.700000	0.007591	0.012937	0.015468	0.009968	0.018898	0.014926	0.015176	0.022006	16	conmouse
9.800000	0.012395	0.013578	0.007509	0.004854	0.014202	0.009257	0.019271	0.020512	16	conmouse
9.900000	0.014796	0.011127	0.002659	0.007262	0.006577	0.008039	0.016523	0.013955	16	conmouse
10.000000	0.014646	0.006746	0.002371	0.009149	0.004633	0.010363	0.007453	0.008687	16	conmouse
10.100000	0.013097	0.006394	0.003245	0.009697	0.004208	0.012486	0.003903	0.011016	16	conmouse
10.200000	0.011240	0.011381	0.011753	0.011731	0.001777	0.012596	0.012117	0.013731	16	conmouse
10.300000	0.009087	0.014325	0.018086	0.013422	0.010994	0.009802	0.014340	0.013400	16	conmouse
10.400000	0.007021	0.012911	0.018612	0.012305	0.019420	0.006615	0.010989	0.010823	16	conmouse
10.500000	0.006192	0.008268	0.012970	0.008535	0.023665	0.009546	0.005330	0.006801	16	conmouse
10.600000	0.007385	0.007955	0.003827	0.004301	0.022684	0.014076	0.001856	0.002625	16	conmouse
10.700000	0.010550	0.014378	0.005115	0.003138	0.017823	0.015275	0.000752	0.006836	16	conmouse
10.800000	0.014624	0.019541	0.010261	0.004220	0.011475	0.012284	0.003515	0.012755	16	conmouse
10.900000	0.017684	0.020810	0.010691	0.005205	0.005643	0.006504	0.010138	0.016276	16	conmouse
9.500000	0.005091	0.004214	0.009526	0.010071	0.021685	0.010935	0.010853	0.014198	17	conmouse
9.600000	0.008074	0.000781	0.008204	0.014102	0.024729	0.008456	0.016466	0.016424	17	conmouse
9.700000	0.007860	0.002444	0.005428	0.012658	0.021198	0.004064	0.017041	0.013028	17	conmouse
9.800000	0.003178	0.000598	0.004184	0.006608	0.016579	0.007668	0.014042	0.009748	17	conmouse
9.900000	0.005176	0.005907	0.005150	0.003170	0.014821	0.010043	0.010717	0.013382	17	conmouse
10.000000	0.011443	0.011075	0.006905	0.008838	0.014794	0.008268	0.009310	0.016681	17	conmouse
10.100000	0.013538	0.012839	0.009495	0.011621	0.014662	0.004331	0.011021	0.015518	17	conmouse
10.200000	0.010830	0.010545	0.011047	0.011049	0.013819	0.002192	0.014262	0.010860	17	conmouse
10.300000	0.005446	0.006607	0.009485	0.008853	0.011096	0.003251	0.014788	0.004802	17	conmouse
10.400000	0.003837	0.006442	0.004653	0.007470	0.006373	0.005560	0.010520	0.002745	17	conmouse
10.500000	0.006766	0.008260	0.001961	0.007490	0.001514	0.009124	0.003964	0.008127	17	conmouse
10.600000	0.008063	0.007432	0.007566	0.007015	0.003817	0.011949	0.008080	0.012374	17	conmouse
10.700000	0.008891	0.003675	0.010727	0.004765	0.007101	0.012276	0.012970	0.013970	17	conmouse
10.800000	0.010642	0.001928	0.011207	0.001373	0.010596	0.009647	0.012499	0.012390	17	conmouse
10.900000	0.011901	0.006740	0.010316	0.004646	0.014127	0.004929	0.006885	0.008461	17	conmouse
9.500000	0.008684	0.009506	0.008083	0.008987	0.026403	0.001696	0.010002	0.011369	18	conmouse
9.600000	0.011102	0.016464	0.004792	0.006271	0.029094	0.008812	0.014357	0.008281	18	conmouse
9.700000	0.010396	0.015999	0.013422	0.008953	0.027793	0.009238	0.011339	0.005399	18	conmouse
9.800000	0.007787	0.009040	0.016011	0.014582	0.022224	0.004873	0.003544	0.006214	18	conmouse
9.900000	0.005000	0.004276	0.012527	0.017377	0.013515	0.010405	0.009978	0.009592	18	conmouse
10.000000	0.002902	0.008155	0.007218	0.016462	0.004772	0.017656	0.015752	0.012649	18	conmouse
10.100000	0.002313	0.007706	0.007447	0.013286	0.004665	0.019575	0.015722	0.013948	18	conmouse
10.200000	0.003216	0.003176	0.010252	0.010539	0.008533	0.016099	0.012569	0.012269	18	conmouse
10.300000	0.003361	0.003825	0.010241	0.009331	0.009086	0.009706	0.009708	0.007026	18	conmouse
10.400000	0.002872	0.006890	0.007349	0.008313	0.006482	0.003871	0.008078	0.002238	18	conmouse
10.500000	0.003866	0.006760	0.003644	0.006177	0.001876	0.004726	0.009340	0.009321	18	conmouse
10.600000	0.005516	0.005690	0.004230	0.003222	0.003144	0.008434	0.013511	0.014276	18	conmouse
10.700000	0.006027	0.006469	0.007297	0.003707	0.006813	0.010964	0.016276	0.014527	18	conmouse
10.800000	0.005108	0.006474	0.009321	0.007274	0.007943	0.011718	0.014766	0.010028	18	conmouse
10.900000	0.003677	0.003348	0.009965	0.009764	0.006225	0.010908	0.008937	0.002665	18	conmouse
9.500000	0.004516	0.004557	0.002099	0.002174	0.010022	0.025885	0.005779	0.003763	19	conmouse
9.600000	0.008225	0.009664	0.004983	0.003850	0.007386	0.024229	0.007018	0.005133	19	conmouse
9.700000	0.007706	0.008014	0.004935	0.004841	0.008963	0.016645	0.010702	0.008055	19	conmouse
9.800000	0.003777	0.002147	0.002166	0.002778	0.013337	0.006872	0.010442	0.006668	19	conmouse
9.900000	0.002842	0.007292	0.005489	0.005218	0.015024	0.004394	0.006930	0.012813	19	conmouse
10.000000	0.003618	0.010947	0.010422	0.007495	0.012338	0.007372	0.010656	0.020443	19	conmouse
10.100000	0.002212	0.008777	0.012650	0.008307	0.006853	0.005645	0.016621	0.021879	19	conmouse
10.200000	0.002728	0.002372	0.011723	0.011807	0.006053	0.000868	0.017317	0.016298	19	conmouse
10.300000	0.003183	0.005238	0.009032	0.016086	0.010029	0.004353	0.012039	0.007377	19	conmouse
10.400000	0.000802	0.010192	0.006736	0.016507	0.011587	0.007200	0.006340	0.004864	19	conmouse
10.500000	0.005487	0.011555	0.005301	0.011462	0.010392	0.008126	0.010385	0.009198	19	conmouse
10.600000	0.011318	0.010395	0.003617	0.002717	0.008429	0.009059	0.014460	0.012820	19	conmouse
10.700000	0.014717	0.008847	0.003349	0.006465	0.007720	0.010141	0.014322	0.017349	19	conmouse
10.800000	0.014189	0.007591	0.005591	0.011716	0.008727	0.009451	0.012080	0.021043	19	conmouse
10.900000	0.010096	0.005764	0.006703	0.011207	0.011054	0.006143	0.011488	0.020732	19	conmouse
9.500000	0.005794	0.006482	0.010654	0.010217	0.013807	0.009519	0.011461	0.009711	2	conmouse
9.600000	0.000931	0.009556	0.012218	0.012001	0.017183	0.008986	0.003253	0.009309	2	conmouse
9.700000	0.002521	0.007290	0.009786	0.014428	0.010010	0.006189	0.005378	0.006587	2	conmouse
9.800000	0.004262	0.002720	0.010699	0.012778	0.003595	0.006867	0.007399	0.000406	2	conmouse
9.900000	0.004352	0.009825	0.013949	0.007909	0.015414	0.007902	0.011613	0.010307	2	conmouse
10.000000	0.005636	0.015525	0.013546	0.003036	0.019944	0.006190	0.019367	0.020042	2	conmouse
10.100000	0.010136	0.016473	0.008955	0.001734	0.015778	0.007897	0.024094	0.025626	2	conmouse
10.200000	0.013916	0.013776	0.003598	0.003953	0.006690	0.012632	0.022249	0.025459	2	conmouse
10.300000	0.013780	0.010073	0.002471	0.006338	0.004538	0.013447	0.014392	0.020874	2	conmouse
10.400000	0.009106	0.007261	0.001908	0.007733	0.009685	0.008898	0.005901	0.015829	2	conmouse
10.500000	0.001798	0.005270	0.002479	0.007639	0.011034	0.007935	0.009178	0.013565	2	conmouse
10.600000	0.004873	0.004381	0.006288	0.007122	0.010269	0.017081	0.013505	0.012320	2	conmouse
10.700000	0.008018	0.005222	0.008290	0.007456	0.009429	0.024412	0.013149	0.009402	2	conmouse
10.800000	0.006545	0.006115	0.006984	0.007807	0.008429	0.025934	0.009125	0.005257	2	conmouse
10.900000	0.001551	0.006035	0.003160	0.007039	0.007391	0.021481	0.003892	0.002968	2	conmouse
9.500000	0.006467	0.006338	0.009137	0.009379	0.006500	0.004289	0.008147	0.006521	20	conmouse
9.600000	0.009463	0.004937	0.003511	0.008601	0.003611	0.003890	0.018385	0.009183	20	conmouse
9.700000	0.006342	0.002474	0.002151	0.008315	0.008600	0.010640	0.019935	0.009975	20	conmouse
9.800000	0.004105	0.005653	0.004548	0.005893	0.018611	0.014797	0.013913	0.009124	20	conmouse
9.900000	0.009680	0.005352	0.004652	0.002754	0.022817	0.015256	0.009293	0.011108	20	conmouse
10.000000	0.012730	0.003436	0.005776	0.005141	0.018963	0.013045	0.011910	0.013741	20	conmouse
10.100000	0.012466	0.008714	0.008077	0.008002	0.009262	0.009745	0.012779	0.013353	20	conmouse
10.200000	0.011862	0.012392	0.008695	0.008738	0.001607	0.009215	0.012627	0.009836	20	conmouse
10.300000	0.012413	0.010662	0.006715	0.007650	0.007922	0.012750	0.015110	0.005593	20	conmouse
10.400000	0.012492	0.004885	0.003796	0.006021	0.008833	0.015163	0.016578	0.006288	20	conmouse
10.500000	0.011343	0.006009	0.004090	0.005259	0.005631	0.013038	0.013730	0.009975	20	conmouse
10.600000	0.010021	0.010888	0.005521	0.005527	0.003865	0.006274	0.010350	0.012305	20	conmouse
10.700000	0.009449	0.011103	0.005045	0.005933	0.006346	0.004640	0.015673	0.013439	20	conmouse
10.800000	0.009334	0.006411	0.003483	0.006077	0.007306	0.012356	0.023688	0.015737	20	conmouse
10.900000	0.009437	0.002581	0.004099	0.006099	0.006117	0.015770	0.027876	0.020070	20	conmouse
9.500000	0.004950	0.004862	0.007794	0.008204	0.007222	0.018943	0.006642	0.003488	21	conmouse
9.600000	0.002858	0.007652	0.006593	0.014023	0.006623	0.014887	0.006468	0.006686	21	conmouse
9.700000	0.002364	0.011720	0.005702	0.014372	0.008117	0.009822	0.010903	0.011157	21	conmouse
9.800000	0.008410	0.011263	0.006862	0.009761	0.007316	0.005145	0.013016	0.015055	21	conmouse
9.900000	0.012720	0.007073	0.009052	0.004200	0.002625	0.001952	0.010744	0.016292	21	conmouse
10.000000	0.012957	0.003552	0.009908	0.003330	0.005989	0.000669	0.005111	0.014151	21	conmouse
10.100000	0.009375	0.005056	0.008316	0.002743	0.013021	0.001701	0.002682	0.008737	21	conmouse
10.200000	0.005949	0.006088	0.005046	0.005169	0.017256	0.003253	0.006166	0.001530	21	conmouse
10.300000	0.006626	0.005418	0.003521	0.010662	0.017702	0.004071	0.005991	0.006815	21	conmouse
10.400000	0.006798	0.004124	0.006056	0.014014	0.014882	0.004199	0.005453	0.012863	21	conmouse
10.500000	0.004055	0.002405	0.008378	0.013258	0.010059	0.005004	0.010636	0.015558	21	conmouse
10.600000	0.000340	0.000410	0.009724	0.008827	0.004709	0.006586	0.016097	0.014486	21	conmouse
10.700000	0.004250	0.004154	0.010997	0.003515	0.000729	0.007457	0.018008	0.010812	21	conmouse
10.800000	0.006464	0.007796	0.012757	0.005566	0.002435	0.006923	0.015481	0.006860	21	conmouse
10.900000	0.007621	0.009961	0.014295	0.010167	0.003021	0.006382	0.009936	0.004803	21	conmouse
9.500000	0.007806	0.007230	0.011622	0.010853	0.019036	0.014228	0.009008	0.009118	22	conmouse
9.600000	0.011847	0.006789	0.014169	0.006308	0.017645	0.020592	0.008384	0.003890	22	conmouse
9.700000	0.013508	0.010745	0.008115	0.004943	0.012078	0.022363	0.006302	0.004661	22	conmouse
9.800000	0.012686	0.011878	0.005657	0.008304	0.005410	0.020781	0.005986	0.008876	22	conmouse
9.900000	0.010855	0.008975	0.015333	0.009753	0.003502	0.018158	0.012479	0.008563	22	conmouse
10.000000	0.009343	0.004114	0.018060	0.008440	0.004429	0.015920	0.016301	0.004511	22	conmouse
10.100000	0.006587	0.000457	0.012329	0.005295	0.002276	0.013000	0.015421	0.006911	22	conmouse
10.200000	0.001763	0.001316	0.002190	0.002412	0.002019	0.008865	0.012894	0.014045	22	conmouse
10.300000	0.005931	0.002664	0.006786	0.003475	0.005525	0.004653	0.011875	0.018758	22	conmouse
10.400000	0.011437	0.006931	0.010610	0.005311	0.006565	0.003460	0.011413	0.019440	22	conmouse
10.500000	0.013567	0.010727	0.009364	0.006059	0.005313	0.004881	0.011166	0.016294	22	conmouse
10.600000	0.012149	0.011564	0.006733	0.006480	0.005607	0.005997	0.012740	0.010629	22	conmouse
10.700000	0.009960	0.008651	0.006216	0.007825	0.008989	0.006859	0.014202	0.004573	22	conmouse
10.800000	0.010180	0.003334	0.005479	0.009680	0.011732	0.007679	0.012468	0.003775	22	conmouse
10.900000	0.010670	0.003732	0.004878	0.010581	0.012260	0.008809	0.007334	0.007155	22	conmouse
9.500000	0.009508	0.010076	0.004938	0.005486	0.010836	0.007480	0.005726	0.003043	23	conmouse
9.600000	0.007766	0.013123	0.006224	0.012374	0.005093	0.018859	0.007485	0.002008	23	conmouse
9.700000	0.002961	0.009950	0.003113	0.011945	0.005647	0.024905	0.015061	0.007352	23	conmouse
9.800000	0.002712	0.004890	0.005985	0.008020	0.006808	0.024267	0.015977	0.014113	23	conmouse
9.900000	0.005689	0.003553	0.008611	0.007789	0.004135	0.018579	0.011204	0.017688	23	conmouse
10.000000	0.006342	0.003371	0.006114	0.009253	0.004866	0.011230	0.006751	0.016042	23	conmouse
10.100000	0.007728	0.005452	0.001831	0.008759	0.013543	0.004770	0.008878	0.010632	23	conmouse
10.200000	0.009576	0.009629	0.007577	0.007355	0.021921	0.003076	0.011550	0.007826	23	conmouse
10.300000	0.008867	0.011433	0.010941	0.004863	0.026196	0.004470	0.012290	0.009366	23	conmouse
10.400000	0.004888	0.009469	0.010394	0.000712	0.024072	0.003782	0.012184	0.008205	23	conmouse
10.500000	0.001262	0.005774	0.009220	0.006299	0.015755	0.004216	0.011681	0.004330	23	conmouse
10.600000	0.005974	0.005724	0.011042	0.011214	0.004903	0.008596	0.010278	0.007439	23	conmouse
10.700000	0.008353	0.007434	0.012824	0.012162	0.009578	0.012627	0.008036	0.012505	23	conmouse
10.800000	0.007832	0.006276	0.011581	0.008250	0.017022	0.014160	0.005763	0.013525	23	conmouse
10.900000	0.005680	0.002070	0.008223	0.001536	0.018708	0.013071	0.003920	0.009849	23	conmouse
9.500000	0.003313	0.003573	0.014484	0.014610	0.017625	0.005679	0.005011	0.004097	24	conmouse
9.600000	0.003030	0.005466	0.015667	0.015418	0.020854	0.010930	0.005109	0.004423	24	conmouse
9.700000	0.004426	0.007378	0.013011	0.010333	0.017939	0.008712	0.010247	0.002366	24	conmouse
9.800000	0.006113	0.007575	0.006542	0.004523	0.012153	0.003336	0.013103	0.010482	24	conmouse
9.900000	0.010282	0.006211	0.001395	0.004822	0.007920	0.007973	0.011723	0.015978	24	conmouse
10.000000	0.012696	0.004022	0.007162	0.003343	0.008834	0.010611	0.008434	0.016138	24	conmouse
10.100000	0.010876	0.003716	0.009709	0.002723	0.012362	0.007631	0.006649	0.011857	24	conmouse
10.200000	0.006535	0.006733	0.009806	0.010035	0.015088	0.003252	0.008741	0.008315	24	conmouse
10.300000	0.005684	0.009253	0.009061	0.014869	0.014994	0.005715	0.013585	0.010905	24	conmouse
10.400000	0.008143	0.009875	0.008002	0.015074	0.011680	0.006151	0.018046	0.014654	24	conmouse
10.500000	0.009092	0.009276	0.006718	0.011168	0.006460	0.003851	0.019272	0.016007	24	conmouse
10.600000	0.009078	0.009255	0.006433	0.005881	0.001894	0.009088	0.016274	0.014420	24	conmouse
10.700000	0.008832	0.010066	0.007435	0.004116	0.002673	0.016029	0.010989	0.010306	24	conmouse
10.800000	0.006923	0.010103	0.008079	0.005952	0.003530	0.019207	0.008433	0.004623	24	conmouse
10.900000	0.003133	0.008786	0.007918	0.007217	0.003281	0.017077	0.010006	0.003147	24	conmouse
9.500000	0.012958	0.012259	0.004509	0.004934	0.017276	0.007695	0.013885	0.014044	25	conmouse
9.600000	0.013551	0.007892	0.002009	0.008303	0.005133	0.013812	0.009715	0.011666	25	conmouse
9.700000	0.009471	0.001067	0.000817	0.009413	0.009504	0.018164	0.005070	0.012425	25	conmouse
9.800000	0.006036	0.005714	0.004087	0.006926	0.015097	0.018988	0.011297	0.011307	25	conmouse
9.900000	0.007840	0.009211	0.008237	0.003982	0.013003	0.015121	0.015762	0.008371	25	conmouse
10.000000	0.007735	0.009169	0.009490	0.006489	0.007245	0.008119	0.013733	0.006961	25	conmouse
10.100000	0.004036	0.006195	0.007439	0.008115	0.002775	0.008475	0.006543	0.006950	25	conmouse
10.200000	0.002705	0.001702	0.006526	0.006190	0.001017	0.016487	0.007794	0.006604	25	conmouse
10.300000	0.005075	0.003392	0.009286	0.001961	0.005191	0.021250	0.015807	0.006829	25	conmouse
10.400000	0.004845	0.007571	0.010593	0.003205	0.009844	0.020575	0.019576	0.008944	25	conmouse
10.500000	0.006763	0.010247	0.008605	0.005596	0.011514	0.015502	0.018311	0.011689	25	conmouse
10.600000	0.012525	0.010867	0.005188	0.005045	0.009047	0.008914	0.014675	0.012870	25	conmouse
10.700000	0.017170	0.009590	0.005289	0.002832	0.005742	0.004489	0.013349	0.011050	25	conmouse
10.800000	0.018089	0.007600	0.007606	0.004574	0.008489	0.003829	0.015149	0.006698	25	conmouse
10.900000	0.014987	0.006819	0.008799	0.007965	0.011570	0.003622	0.016179	0.006195	25	conmouse
9.500000	0.012035	0.011918	0.007192	0.007620	0.008851	0.002667	0.006286	0.005284	26	conmouse
9.600000	0.013009	0.011428	0.005806	0.012384	0.004583	0.005919	0.008657	0.011886	26	conmouse
9.700000	0.009798	0.008366	0.006259	0.015163	0.004169	0.007540	0.013897	0.015438	26	conmouse
9.800000	0.004340	0.002913	0.010656	0.013295	0.006908	0.007505	0.014932	0.014592	26	conmouse
9.900000	0.000311	0.005578	0.013835	0.008710	0.010217	0.007012	0.011436	0.009279	26	conmouse
10.000000	0.001966	0.008805	0.013614	0.004359	0.011655	0.008721	0.007439	0.002163	26	conmouse
10.100000	0.000802	0.007363	0.009584	0.002636	0.011405	0.011147	0.007499	0.005808	26	conmouse
10.200000	0.002835	0.002676	0.003172	0.003367	0.011571	0.010962	0.009150	0.008706	26	conmouse
10.300000	0.006140	0.004549	0.005952	0.005543	0.011710	0.007494	0.009894	0.006774	26	conmouse
10.400000	0.009194	0.009209	0.012485	0.009545	0.009628	0.004137	0.009950	0.002360	26	conmouse
10.500000	0.011709	0.011892	0.015943	0.013704	0.005086	0.004916	0.008984	0.005449	26	conmouse
10.600000	0.012677	0.012797	0.015186	0.015843	0.002095	0.003489	0.006154	0.008541	26	conmouse
10.700000	0.010977	0.012349	0.010598	0.014810	0.004970	0.002934	0.002133	0.008548	26	conmouse
10.800000	0.006452	0.010745	0.003781	0.011283	0.005644	0.012605	0.005639	0.008987	26	conmouse
10.900000	0.001128	0.008610	0.003196	0.008283	0.005972	0.022003	0.011108	0.013172	26	conmouse
9.500000	0.008226	0.008958	0.006805	0.007573	0.006845	0.015255	0.008012	0.007937	27	conmouse
9.600000	0.004280	0.012634	0.003884	0.011606	0.011048	0.012012	0.011505	0.006392	27	conmouse
9.700000	0.001151	0.009987	0.002603	0.008700	0.008749	0.004021	0.017667	0.008382	27	conmouse
9.800000	0.002724	0.002665	0.003791	0.001178	0.003949	0.004562	0.020159	0.017911	27	conmouse
9.900000	0.006625	0.010576	0.006932	0.012253	0.009817	0.005980	0.016193	0.022238	27	conmouse
10.000000	0.011358	0.018296	0.010490	0.019341	0.014281	0.002871	0.007355	0.017212	27	conmouse
10.100000	0.014828	0.019618	0.012189	0.018421	0.013098	0.009973	0.003076	0.005526	27	conmouse
10.200000	0.015175	0.015019	0.010636	0.010376	0.008079	0.017586	0.010648	0.010343	27	conmouse
10.300000	0.011723	0.008490	0.005843	0.002482	0.003927	0.019811	0.013568	0.018224	27	conmouse
10.400000	0.005557	0.006465	0.001930	0.010192	0.003744	0.015776	0.011693	0.017370	27	conmouse
10.500000	0.001052	0.007129	0.007681	0.013403	0.002001	0.007924	0.006699	0.008980	27	conmouse
10.600000	0.005637	0.004959	0.011505	0.010756	0.002739	0.001685	0.001543	0.004126	27	conmouse
10.700000	0.006874	0.001485	0.011673	0.004672	0.007915	0.005178	0.004564	0.012679	27	conmouse
10.800000	0.005271	0.004959	0.008191	0.001515	0.011624	0.005401	0.007402	0.016089	27	conmouse
10.900000	0.004431	0.007545	0.002164	0.004924	0.012777	0.002367	0.008303	0.013723	27	conmouse
9.500000	0.001755	0.001853	0.003735	0.003018	0.007312	0.014732	0.010118	0.006187	28	conmouse
9.600000	0.002988	0.005244	0.005046	0.003433	0.005522	0.007693	0.004685	0.003021	28	conmouse
9.700000	0.002437	0.007812	0.005774	0.005947	0.005521	0.005570	0.010935	0.009505	28	conmouse
9.800000	0.003886	0.006220	0.006740	0.006212	0.006951	0.015761	0.015496	0.015382	28	conmouse
9.900000	0.006747	0.001260	0.006357	0.009707	0.005426	0.018708	0.014018	0.016252	28	conmouse
10.000000	0.008029	0.004914	0.004958	0.013430	0.003160	0.013967	0.008371	0.012466	28	conmouse
10.100000	0.007503	0.007745	0.005945	0.012950	0.005103	0.005409	0.003358	0.007799	28	conmouse
10.200000	0.006236	0.006254	0.008211	0.007918	0.006488	0.002071	0.004353	0.008007	28	conmouse
10.300000	0.005219	0.002933	0.008043	0.000765	0.005937	0.004472	0.004089	0.009616	28	conmouse
10.400000	0.005664	0.006446	0.004305	0.005476	0.004564	0.005171	0.001173	0.008529	28	conmouse
10.500000	0.007689	0.009790	0.002157	0.008411	0.002218	0.009431	0.003395	0.005151	28	conmouse
10.600000	0.009472	0.009137	0.008932	0.008130	0.004480	0.013367	0.006508	0.001877	28	conmouse
10.700000	0.009886	0.004536	0.013660	0.006533	0.011787	0.013243	0.007739	0.003281	28	conmouse
10.800000	0.009612	0.002224	0.014639	0.005592	0.018310	0.008632	0.007443	0.005240	28	conmouse
10.900000	0.010374	0.008399	0.011654	0.005139	0.020344	0.004885	0.006666	0.006426	28	conmouse
9.500000	0.011387	0.012151	0.005899	0.005155	0.013672	0.007666	0.012386	0.013107	29	conmouse
9.600000	0.008768	0.014843	0.012529	0.005211	0.004170	0.011353	0.014326	0.012112	29	conmouse
9.700000	0.002727	0.011380	0.014492	0.007944	0.014061	0.013811	0.013605	0.013008	29	conmouse
9.800000	0.004058	0.006039	0.010986	0.009258	0.018658	0.012525	0.009375	0.013104	29	conmouse
9.900000	0.006296	0.007690	0.004257	0.009257	0.013577	0.009123	0.005946	0.011145	29	conmouse
10.000000	0.004012	0.010573	0.002107	0.008547	0.004334	0.006025	0.008420	0.006928	29	conmouse
10.100000	0.002985	0.010347	0.005521	0.007266	0.012243	0.003376	0.008984	0.002242	29	conmouse
10.200000	0.008647	0.008722	0.006163	0.006747	0.019107	0.002798	0.005195	0.003461	29	conmouse
10.300000	0.012396	0.007171	0.005946	0.006985	0.018560	0.005118	0.005162	0.005107	29	conmouse
10.400000	0.012903	0.005015	0.005767	0.005795	0.012161	0.006095	0.011991	0.008249	29	conmouse
10.500000	0.011023	0.004610	0.004414	0.002382	0.004482	0.004691	0.016435	0.014165	29	conmouse
10.600000	0.008432	0.009212	0.001496	0.001996	0.003786	0.001774	0.016558	0.018897	29	conmouse
10.700000	0.006295	0.013775	0.002971	0.004880	0.005281	0.002267	0.012955	0.019141	29	conmouse
