period	AA	AC	AG	AT	CA	CC	CG	CT	GA	GC	GG	GT	RR	SS	TA	TC	TG	TT	WW	YY
102.500000	0.016232	0.016216	0.020308	0.011302	0.010449	0.003756	0.022490	0.007840	0.009418	0.022562	0.003761	0.009741	0.012630	0.004932	0.009699	0.019854	0.015615	0.014147	0.010132	0.015144
102.600000	0.016282	0.016294	0.020413	0.011385	0.010527	0.003825	0.022506	0.007842	0.009468	0.022571	0.003834	0.009792	0.012693	0.004948	0.009714	0.019945	0.015658	0.014126	0.010123	0.015237
102.700000	0.016333	0.016371	0.020518	0.011466	0.010604	0.003894	0.022521	0.007845	0.009517	0.022580	0.003907	0.009842	0.012755	0.004963	0.009729	0.020035	0.015700	0.014106	0.010114	0.015331
102.800000	0.016382	0.016446	0.020622	0.011547	0.010681	0.003963	0.022536	0.007847	0.009565	0.022587	0.003980	0.009892	0.012818	0.004978	0.009744	0.020124	0.015742	0.014086	0.010105	0.015424
102.900000	0.016430	0.016521	0.020726	0.011628	0.010757	0.004031	0.022549	0.007850	0.009612	0.022593	0.004053	0.009943	0.012881	0.004993	0.009759	0.020213	0.015784	0.014066	0.010096	0.015516
103.000000	0.016478	0.016595	0.020828	0.011707	0.010832	0.004098	0.022562	0.007852	0.009659	0.022599	0.004126	0.009994	0.012943	0.005007	0.009774	0.020300	0.015824	0.014046	0.010086	0.015607
103.100000	0.016525	0.016668	0.020930	0.011787	0.010907	0.004165	0.022573	0.007855	0.009705	0.022603	0.004200	0.010045	0.013006	0.005022	0.009790	0.020387	0.015864	0.014027	0.010076	0.015698
103.200000	0.016571	0.016739	0.021031	0.011865	0.010981	0.004232	0.022584	0.007857	0.009750	0.022607	0.004273	0.010096	0.013069	0.005036	0.009805	0.020473	0.015904	0.014007	0.010066	0.015789
103.300000	0.016617	0.016810	0.021130	0.011943	0.011055	0.004298	0.022593	0.007860	0.009795	0.022610	0.004347	0.010147	0.013131	0.005051	0.009821	0.020558	0.015943	0.013987	0.010055	0.015878
103.400000	0.016661	0.016880	0.021229	0.012020	0.011128	0.004364	0.022601	0.007862	0.009838	0.022612	0.004420	0.010199	0.013194	0.005065	0.009837	0.020642	0.015981	0.013967	0.010044	0.015967
103.500000	0.016705	0.016948	0.021327	0.012097	0.011201	0.004430	0.022609	0.007864	0.009882	0.022613	0.004493	0.010250	0.013256	0.005079	0.009852	0.020724	0.016019	0.013948	0.010033	0.016056
103.600000	0.016747	0.017016	0.021425	0.012173	0.011273	0.004495	0.022615	0.007866	0.009924	0.022613	0.004567	0.010302	0.013319	0.005093	0.009868	0.020806	0.016056	0.013928	0.010021	0.016143
103.700000	0.016789	0.017083	0.021521	0.012248	0.011344	0.004559	0.022620	0.007869	0.009966	0.022612	0.004640	0.010353	0.013381	0.005107	0.009884	0.020888	0.016092	0.013908	0.010009	0.016230
103.800000	0.016830	0.017148	0.021616	0.012323	0.011414	0.004623	0.022625	0.007871	0.010007	0.022610	0.004712	0.010405	0.013443	0.005121	0.009900	0.020968	0.016128	0.013888	0.009997	0.016317
103.900000	0.016870	0.017212	0.021710	0.012397	0.011484	0.004687	0.022628	0.007873	0.010047	0.022607	0.004785	0.010456	0.013506	0.005134	0.009916	0.021047	0.016163	0.013869	0.009984	0.016402
104.000000	0.016909	0.017276	0.021803	0.012470	0.011553	0.004750	0.022630	0.007875	0.010087	0.022603	0.004858	0.010507	0.013567	0.005147	0.009932	0.021125	0.016197	0.013849	0.009971	0.016487
104.100000	0.016948	0.017338	0.021896	0.012543	0.011622	0.004812	0.022632	0.007877	0.010125	0.022599	0.004930	0.010559	0.013629	0.005161	0.009947	0.021202	0.016231	0.013830	0.009958	0.016571
104.200000	0.016985	0.017399	0.021987	0.012615	0.011690	0.004874	0.022632	0.007878	0.010164	0.022593	0.005002	0.010610	0.013691	0.005174	0.009963	0.021278	0.016264	0.013810	0.009945	0.016654
104.300000	0.017022	0.017459	0.022077	0.012686	0.011757	0.004936	0.022631	0.007880	0.010201	0.022586	0.005074	0.010661	0.013752	0.005186	0.009979	0.021353	0.016296	0.013790	0.009931	0.016737
104.400000	0.017057	0.017518	0.022167	0.012756	0.011823	0.004997	0.022629	0.007881	0.010237	0.022579	0.005145	0.010712	0.013813	0.005199	0.009995	0.021427	0.016327	0.013771	0.009917	0.016819
104.500000	0.017092	0.017576	0.022255	0.012826	0.011889	0.005057	0.022626	0.007883	0.010273	0.022570	0.005216	0.010762	0.013874	0.005212	0.010010	0.021500	0.016358	0.013751	0.009902	0.016900
104.600000	0.017126	0.017633	0.022342	0.012895	0.011954	0.005117	0.022623	0.007884	0.010308	0.022561	0.005287	0.010813	0.013935	0.005224	0.010026	0.021572	0.016388	0.013732	0.009887	0.016980
104.700000	0.017159	0.017689	0.022428	0.012963	0.012018	0.005176	0.022618	0.007885	0.010343	0.022551	0.005358	0.010863	0.013995	0.005236	0.010042	0.021643	0.016417	0.013712	0.009872	0.017059
104.800000	0.017191	0.017743	0.022514	0.013030	0.012082	0.005235	0.022612	0.007886	0.010376	0.022539	0.005428	0.010914	0.014055	0.005248	0.010057	0.021713	0.016446	0.013692	0.009857	0.017138
104.900000	0.017222	0.017797	0.022598	0.013097	0.012145	0.005293	0.022605	0.007887	0.010409	0.022527	0.005498	0.010964	0.014115	0.005260	0.010073	0.021782	0.016474	0.013673	0.009841	0.017215
105.000000	0.017252	0.017849	0.022681	0.013163	0.012207	0.005351	0.022597	0.007888	0.010441	0.022514	0.005567	0.011013	0.014174	0.005271	0.010088	0.021850	0.016501	0.013653	0.009825	0.017292
105.100000	0.017281	0.017901	0.022763	0.013228	0.012268	0.005408	0.022588	0.007888	0.010473	0.022500	0.005636	0.011063	0.014233	0.005283	0.010103	0.021917	0.016528	0.013634	0.009809	0.017368
105.200000	0.017309	0.017951	0.022844	0.013292	0.012329	0.005465	0.022578	0.007889	0.010503	0.022484	0.005704	0.011112	0.014292	0.005294	0.010118	0.021982	0.016553	0.013614	0.009792	0.017443
105.300000	0.017337	0.018000	0.022924	0.013356	0.012389	0.005521	0.022567	0.007889	0.010533	0.022468	0.005773	0.011161	0.014350	0.005305	0.010133	0.022047	0.016578	0.013594	0.009775	0.017518
105.400000	0.017363	0.018048	0.023002	0.013418	0.012448	0.005577	0.022555	0.007889	0.010562	0.022451	0.005840	0.011210	0.014408	0.005316	0.010148	0.022111	0.016602	0.013575	0.009758	0.017591
105.500000	0.017389	0.018095	0.023080	0.013480	0.012506	0.005632	0.022542	0.007889	0.010590	0.022434	0.005908	0.011258	0.014466	0.005327	0.010163	0.022173	0.016626	0.013555	0.009740	0.017664
105.600000	0.017413	0.018141	0.023157	0.013542	0.012564	0.005686	0.022528	0.007889	0.010618	0.022415	0.005974	0.011306	0.014523	0.005337	0.010177	0.022235	0.016649	0.013536	0.009722	0.017736
105.700000	0.017437	0.018185	0.023232	0.013602	0.012621	0.005740	0.022514	0.007888	0.010645	0.022395	0.006041	0.011354	0.014580	0.005348	0.010192	0.022295	0.016671	0.013516	0.009704	0.017807
105.800000	0.017459	0.018229	0.023307	0.013662	0.012677	0.005793	0.022498	0.007888	0.010671	0.022375	0.006106	0.011401	0.014637	0.005358	0.010206	0.022355	0.016692	0.013497	0.009685	0.017877
105.900000	0.017481	0.018271	0.023380	0.013720	0.012732	0.005846	0.022481	0.007887	0.010696	0.022353	0.006172	0.011449	0.014693	0.005368	0.010220	0.022413	0.016712	0.013477	0.009667	0.017946
106.000000	0.017502	0.018313	0.023453	0.013778	0.012787	0.005898	0.022463	0.007886	0.010721	0.022331	0.006237	0.011495	0.014748	0.005378	0.010234	0.022470	0.016732	0.013457	0.009648	0.018015
106.100000	0.017522	0.018353	0.023524	0.013836	0.012841	0.005950	0.022445	0.007885	0.010745	0.022308	0.006301	0.011542	0.014803	0.005388	0.010248	0.022526	0.016751	0.013438	0.009628	0.018082
106.200000	0.017541	0.018392	0.023594	0.013892	0.012894	0.006000	0.022425	0.007884	0.010768	0.022283	0.006365	0.011588	0.014858	0.005397	0.010261	0.022582	0.016770	0.013418	0.009609	0.018149
106.300000	0.017559	0.018431	0.023663	0.013948	0.012946	0.006051	0.022405	0.007882	0.010790	0.022258	0.006428	0.011633	0.014913	0.005407	0.010275	0.022636	0.016787	0.013399	0.009589	0.018215
106.400000	0.017576	0.018468	0.023731	0.014002	0.012998	0.006101	0.022383	0.007881	0.010812	0.022233	0.006491	0.011678	0.014966	0.005416	0.010288	0.022689	0.016804	0.013379	0.009569	0.018279
106.500000	0.017593	0.018504	0.023798	0.014056	0.013049	0.006150	0.022361	0.007879	0.010833	0.022206	0.006553	0.011723	0.015020	0.005425	0.010301	0.022741	0.016820	0.013360	0.009548	0.018344
106.600000	0.017608	0.018539	0.023864	0.014110	0.013099	0.006198	0.022338	0.007877	0.010853	0.022178	0.006615	0.011767	0.015073	0.005434	0.010314	0.022792	0.016836	0.013340	0.009527	0.018407
106.700000	0.017623	0.018573	0.023929	0.014162	0.013148	0.006246	0.022314	0.007875	0.010873	0.022150	0.006676	0.011811	0.015125	0.005443	0.010326	0.022842	0.016850	0.013321	0.009507	0.018469
106.800000	0.017636	0.018606	0.023993	0.014214	0.013196	0.006294	0.022289	0.007872	0.010891	0.022121	0.006737	0.011855	0.015177	0.005451	0.010339	0.022891	0.016864	0.013301	0.009485	0.018530
106.900000	0.017649	0.018638	0.024056	0.014265	0.013244	0.006341	0.022263	0.007870	0.010909	0.022091	0.006797	0.011898	0.015229	0.005460	0.010351	0.022939	0.016877	0.013282	0.009464	0.018591
107.000000	0.017661	0.018668	0.024117	0.014315	0.013291	0.006387	0.022236	0.007867	0.010927	0.022060	0.006857	0.011941	0.015280	0.005468	0.010363	0.022986	0.016890	0.013262	0.009442	0.018651
107.100000	0.017672	0.018698	0.024178	0.014364	0.013337	0.006432	0.022209	0.007864	0.010944	0.022029	0.006916	0.011983	0.015331	0.005476	0.010375	0.023032	0.016902	0.013243	0.009420	0.018710
107.200000	0.017682	0.018727	0.024238	0.014412	0.013383	0.006477	0.022181	0.007861	0.010960	0.021996	0.006974	0.012025	0.015381	0.005484	0.010386	0.023077	0.016913	0.013223	0.009398	0.018768
107.300000	0.017691	0.018755	0.024296	0.014460	0.013428	0.006522	0.022152	0.007857	0.010975	0.021963	0.007032	0.012066	0.015430	0.005492	0.010398	0.023121	0.016923	0.013204	0.009376	0.018825
107.400000	0.017700	0.018782	0.024354	0.014507	0.013472	0.006566	0.022122	0.007854	0.010989	0.021929	0.007090	0.012107	0.015479	0.005500	0.010409	0.023164	0.016933	0.013185	0.009353	0.018881
107.500000	0.017707	0.018807	0.024411	0.014553	0.013515	0.006609	0.022091	0.007850	0.011003	0.021895	0.007147	0.012147	0.015528	0.005507	0.010420	0.023206	0.016942	0.013165	0.009330	0.018936
107.600000	0.017714	0.018832	0.024466	0.014598	0.013558	0.006652	0.022060	0.007846	0.011017	0.021859	0.007203	0.012187	0.015576	0.005515	0.010431	0.023247	0.016951	0.013146	0.009307	0.018991
107.700000	0.017720	0.018856	0.024521	0.014643	0.013599	0.006694	0.022027	0.007842	0.011029	0.021823	0.007258	0.012227	0.015624	0.005522	0.010441	0.023287	0.016958	0.013127	0.009284	0.019045
107.800000	0.017725	0.018879	0.024574	0.014687	0.013640	0.006735	0.021994	0.007838	0.011041	0.021787	0.007314	0.012266	0.015671	0.005529	0.010451	0.023326	0.016965	0.013108	0.009261	0.019098
107.900000	0.017729	0.018901	0.024627	0.014730	0.013681	0.006776	0.021961	0.007833	0.011052	0.021749	0.007368	0.012304	0.015718	0.005536	0.010461	0.023364	0.016972	0.013088	0.009237	0.019150
108.000000	0.017733	0.018922	0.024678	0.014772	0.013720	0.006816	0.021926	0.007829	0.011063	0.021711	0.007422	0.012342	0.015764	0.005543	0.010471	0.023401	0.016978	0.013069	0.009213	0.019201
108.100000	0.017736	0.018942	0.024729	0.014814	0.013759	0.006856	0.021891	0.007824	0.011073	0.021672	0.007476	0.012380	0.015810	0.005550	0.010480	0.023437	0.016983	0.013050	0.009189	0.019252
108.200000	0.017738	0.018961	0.024779	0.014855	0.013798	0.006895	0.021855	0.007819	0.011082	0.021633	0.007528	0.012417	0.015855	0.005557	0.010490	0.023473	0.016987	0.013031	0.009165	0.019301
108.300000	0.017739	0.018979	0.024828	0.014895	0.013835	0.006934	0.021819	0.007814	0.011091	0.021593	0.007581	0.012454	0.015900	0.005564	0.010499	0.023507	0.016991	0.013012	0.009140	0.019350
108.400000	0.017739	0.018996	0.024875	0.014934	0.013872	0.006972	0.021781	0.007808	0.011099	0.021552	0.007632	0.012490	0.015944	0.005570	0.010508	0.023541	0.016994	0.012993	0.009116	0.019398
108.500000	0.017739	0.019012	0.024922	0.014973	0.013908	0.007009	0.021744	0.007803	0.011107	0.021511	0.007684	0.012526	0.015988	0.005577	0.010516	0.023573	0.016997	0.012974	0.009091	0.019445
108.600000	0.017738	0.019028	0.024968	0.015011	0.013943	0.007046	0.021705	0.007797	0.011113	0.021469	0.007734	0.012561	0.016031	0.005583	0.010524	0.023605	0.016999	0.012956	0.009066	0.019492
108.700000	0.017736	0.019042	0.025013	0.015048	0.013978	0.007082	0.021666	0.007791	0.011120	0.021426	0.007784	0.012596	0.016074	0.005590	0.010532	0.023636	0.017000	0.012937	0.009041	0.019537
108.800000	0.017733	0.019056	0.025057	0.015084	0.014012	0.007118	0.021626	0.007785	0.011125	0.021383	0.007834	0.012630	0.016116	0.005596	0.010540	0.023666	0.017001	0.012918	0.009016	0.019582
108.900000	0.017730	0.019069	0.025101	0.015120	0.014045	0.007153	0.021586	0.007779	0.011130	0.021339	0.007883	0.012664	0.016158	0.005602	0.010548	0.023695	0.017001	0.012900	0.008991	0.019627
109.000000	0.017726	0.019081	0.025143	0.015155	0.014078	0.007188	0.021545	0.007773	0.011135	0.021295	0.007931	0.012697	0.016199	0.005608	0.010555	0.023724	0.017001	0.012881	0.008965	0.019670
109.100000	0.017721	0.019092	0.025184	0.015190	0.014110	0.007221	0.021503	0.007766	0.011139	0.021250	0.007979	0.012730	0.016240	0.005614	0.010562	0.023751	0.017000	0.012863	0.008940	0.019713
109.200000	0.017716	0.019102	0.025225	0.015223	0.014142	0.007255	0.021461	0.007759	0.011142	0.021205	0.008026	0.012762	0.016280	0.005620	0.010569	0.023778	0.016999	0.012844	0.008914	0.019755
109.300000	0.017709	0.019112	0.025265	0.015256	0.014172	0.007288	0.021419	0.007752	0.011145	0.021159	0.008073	0.012794	0.016320	0.005626	0.010576	0.023804	0.016997	0.012826	0.008888	0.019796
109.400000	0.017703	0.019121	0.025304	0.015289	0.014202	0.007320	0.021375	0.007745	0.011147	0.021113	0.008119	0.012826	0.016359	0.005632	0.010582	0.023829	0.016994	0.012808	0.008862	0.019836
109.500000	0.017695	0.019129	0.025342	0.015320	0.014232	0.007352	0.021332	0.007738	0.011149	0.021066	0.008164	0.012857	0.016398	0.005638	0.010588	0.023853	0.016991	0.012790	0.008836	0.019876
109.600000	0.017687	0.019136	0.025379	0.015351	0.014261	0.007383	0.021287	0.007731	0.011150	0.021019	0.008209	0.012887	0.016437	0.005644	0.010594	0.023877	0.016987	0.012772	0.008810	0.019915
109.700000	0.017678	0.019142	0.025416	0.015382	0.014289	0.007414	0.021243	0.007723	0.011151	0.020971	0.008254	0.012917	0.016475	0.005650	0.010600	0.023900	0.016983	0.012754	0.008784	0.019953
109.800000	0.017669	0.019148	0.025452	0.015411	0.014316	0.007444	0.021197	0.007716	0.011151	0.020922	0.008298	0.012947	0.016513	0.005656	0.010606	0.023922	0.016979	0.012736	0.008757	0.019991
109.900000	0.017659	0.019153	0.025487	0.015441	0.014343	0.007474	0.021152	0.007708	0.011150	0.020874	0.008341	0.012976	0.016550	0.005662	0.010611	0.023943	0.016973	0.012718	0.008731	0.020028
110.000000	0.017648	0.019157	0.025521	0.015469	0.014370	0.007503	0.021105	0.007700	0.011149	0.020825	0.008384	0.013005	0.016586	0.005667	0.010616	0.023964	0.016968	0.012701	0.008704	0.020064
110.100000	0.017637	0.019160	0.025554	0.015497	0.014396	0.007531	0.021059	0.007692	0.011148	0.020775	0.008427	0.013033	0.016623	0.005673	0.010621	0.023984	0.016962	0.012683	0.008678	0.020100
110.200000	0.017625	0.019163	0.025587	0.015524	0.014421	0.007559	0.021012	0.007684	0.011146	0.020725	0.008469	0.013061	0.016658	0.005679	0.010625	0.024003	0.016955	0.012666	0.008651	0.020135
110.300000	0.017613	0.019165	0.025619	0.015551	0.014445	0.007587	0.020964	0.007675	0.011144	0.020674	0.008510	0.013088	0.016694	0.005685	0.010629	0.024022	0.016948	0.012649	0.008624	0.020169
110.400000	0.017600	0.019166	0.025651	0.015577	0.014469	0.007614	0.020916	0.007667	0.011141	0.020624	0.008551	0.013115	0.016729	0.005691	0.010633	0.024040	0.016940	0.012631	0.008598	0.020203
110.500000	0.017586	0.019167	0.025681	0.015602	0.014493	0.007640	0.020868	0.007658	0.011137	0.020572	0.008591	0.013141	0.016763	0.005697	0.010637	0.024057	0.016932	0.012614	0.008571	0.020236
110.600000	0.017572	0.019167	0.025711	0.015627	0.014516	0.007666	0.020819	0.007650	0.011134	0.020521	0.008631	0.013167	0.016797	0.005703	0.010641	0.024073	0.016924	0.012597	0.008544	0.020268
110.700000	0.017557	0.019166	0.025740	0.015652	0.014538	0.007692	0.020770	0.007641	0.011129	0.020469	0.008670	0.013193	0.016831	0.005709	0.010644	0.024089	0.016915	0.012581	0.008517	0.020300
110.800000	0.017542	0.019164	0.025769	0.015675	0.014560	0.007717	0.020721	0.007632	0.011125	0.020417	0.008709	0.013218	0.016864	0.005714	0.010648	0.024105	0.016906	0.012564	0.008490	0.020331
110.900000	0.017526	0.019162	0.025797	0.015698	0.014581	0.007741	0.020671	0.007623	0.011119	0.020364	0.008747	0.013243	0.016897	0.005720	0.010651	0.024119	0.016896	0.012547	0.008463	0.020362
111.000000	0.017510	0.019160	0.025824	0.015721	0.014602	0.007766	0.020621	0.007613	0.011114	0.020311	0.008785	0.013267	0.016930	0.005727	0.010653	0.024133	0.016886	0.012531	0.008436	0.020392
111.100000	0.017493	0.019156	0.025851	0.015743	0.014622	0.007789	0.020570	0.007604	0.011108	0.020258	0.008822	0.013291	0.016962	0.005733	0.010656	0.024147	0.016875	0.012514	0.008409	0.020421
111.200000	0.017475	0.019153	0.025877	0.015765	0.014642	0.007812	0.020519	0.007595	0.011101	0.020204	0.008859	0.013314	0.016993	0.005739	0.010658	0.024160	0.016864	0.012498	0.008382	0.020450
111.300000	0.017458	0.019148	0.025902	0.015786	0.014661	0.007835	0.020468	0.007585	0.011094	0.020150	0.008896	0.013337	0.017025	0.005745	0.010660	0.024172	0.016853	0.012482	0.008355	0.020479
111.400000	0.017439	0.019143	0.025927	0.015806	0.014680	0.007857	0.020416	0.007575	0.011087	0.020096	0.008932	0.013360	0.017056	0.005751	0.010662	0.024184	0.016841	0.012466	0.008328	0.020506
111.500000	0.017420	0.019137	0.025951	0.015826	0.014698	0.007878	0.020364	0.007566	0.011079	0.020042	0.008967	0.013382	0.017086	0.005758	0.010664	0.024195	0.016829	0.012450	0.008300	0.020534
111.600000	0.017401	0.019131	0.025975	0.015846	0.014715	0.007900	0.020312	0.007556	0.011071	0.019987	0.009002	0.013404	0.017116	0.005764	0.010665	0.024205	0.016817	0.012435	0.008273	0.020560
111.700000	0.017381	0.019124	0.025998	0.015865	0.014733	0.007920	0.020260	0.007546	0.011063	0.019932	0.009036	0.013425	0.017146	0.005771	0.010666	0.024215	0.016804	0.012419	0.008246	0.020587
111.800000	0.017361	0.019117	0.026020	0.015883	0.014749	0.007940	0.020207	0.007536	0.011054	0.019877	0.009070	0.013446	0.017175	0.005777	0.010668	0.024225	0.016791	0.012404	0.008219	0.020612
111.900000	0.017340	0.019109	0.026042	0.015901	0.014765	0.007960	0.020154	0.007526	0.011045	0.019821	0.009104	0.013467	0.017205	0.005784	0.010668	0.024234	0.016777	0.012388	0.008192	0.020637
112.000000	0.017319	0.019101	0.026063	0.015918	0.014781	0.007980	0.020101	0.007516	0.011035	0.019765	0.009137	0.013487	0.017233	0.005791	0.010669	0.024242	0.016763	0.012373	0.008165	0.020662
112.100000	0.017298	0.019092	0.026084	0.015935	0.014796	0.007999	0.020048	0.007505	0.011025	0.019709	0.009170	0.013507	0.017262	0.005798	0.010669	0.024250	0.016749	0.012358	0.008138	0.020686
112.200000	0.017276	0.019082	0.026104	0.015952	0.014811	0.008017	0.019994	0.007495	0.011015	0.019653	0.009202	0.013526	0.017290	0.005805	0.010670	0.024258	0.016734	0.012343	0.008111	0.020710
112.300000	0.017253	0.019072	0.026124	0.015968	0.014826	0.008035	0.019940	0.007485	0.011004	0.019597	0.009234	0.013545	0.017317	0.005812	0.010670	0.024265	0.016719	0.012329	0.008084	0.020733
112.400000	0.017230	0.019062	0.026144	0.015984	0.014840	0.008053	0.019886	0.007474	0.010993	0.019540	0.009265	0.013564	0.017345	0.005819	0.010670	0.024271	0.016704	0.012314	0.008057	0.020755
112.500000	0.017207	0.019051	0.026162	0.015999	0.014853	0.008070	0.019831	0.007463	0.010982	0.019483	0.009296	0.013582	0.017372	0.005827	0.010669	0.024278	0.016689	0.012300	0.008030	0.020778
112.600000	0.017183	0.019039	0.026181	0.016014	0.014866	0.008086	0.019777	0.007453	0.010970	0.019426	0.009327	0.013600	0.017398	0.005835	0.010669	0.024283	0.016673	0.012286	0.008003	0.020799
112.700000	0.017159	0.019027	0.026199	0.016028	0.014879	0.008103	0.019722	0.007442	0.010958	0.019369	0.009357	0.013618	0.017425	0.005842	0.010668	0.024288	0.016657	0.012271	0.007976	0.020821
112.800000	0.017135	0.019015	0.026216	0.016042	0.014891	0.008119	0.019667	0.007431	0.010945	0.019311	0.009386	0.013635	0.017451	0.005850	0.010667	0.024293	0.016640	0.012257	0.007949	0.020841
112.900000	0.017110	0.019002	0.026233	0.016055	0.014903	0.008134	0.019612	0.007420	0.010933	0.019254	0.009416	0.013652	0.017476	0.005858	0.010666	0.024297	0.016624	0.012244	0.007922	0.020862
113.000000	0.017084	0.018988	0.026249	0.016068	0.014914	0.008149	0.019556	0.007409	0.010920	0.019196	0.009445	0.013668	0.017502	0.005866	0.010664	0.024301	0.016607	0.012230	0.007895	0.020882
113.100000	0.017059	0.018975	0.026265	0.016081	0.014925	0.008164	0.019501	0.007399	0.010906	0.019138	0.009473	0.013685	0.017527	0.005875	0.010663	0.024305	0.016589	0.012216	0.007869	0.020901
113.200000	0.017033	0.018960	0.026281	0.016093	0.014935	0.008178	0.019445	0.007387	0.010893	0.019080	0.009501	0.013700	0.017552	0.005883	0.010661	0.024308	0.016572	0.012203	0.007842	0.020920
113.300000	0.017006	0.018946	0.026296	0.016105	0.014946	0.008192	0.019389	0.007376	0.010879	0.019022	0.009529	0.013716	0.017576	0.005892	0.010659	0.024311	0.016554	0.012190	0.007816	0.020939
113.400000	0.016980	0.018930	0.026311	0.016116	0.014955	0.008205	0.019333	0.007365	0.010865	0.018963	0.009556	0.013731	0.017600	0.005901	0.010657	0.024313	0.016536	0.012177	0.007789	0.020957
113.500000	0.016953	0.018915	0.026325	0.016127	0.014965	0.008218	0.019277	0.007354	0.010850	0.018905	0.009583	0.013746	0.017624	0.005910	0.010655	0.024315	0.016517	0.012164	0.007763	0.020975
113.600000	0.016925	0.018899	0.026339	0.016137	0.014974	0.008231	0.019220	0.007343	0.010835	0.018846	0.009610	0.013760	0.017648	0.005919	0.010652	0.024316	0.016499	0.012151	0.007736	0.020993
113.700000	0.016897	0.018883	0.026353	0.016148	0.014982	0.008243	0.019164	0.007332	0.010820	0.018787	0.009636	0.013774	0.017671	0.005928	0.010650	0.024317	0.016480	0.012138	0.007710	0.021010
113.800000	0.016869	0.018866	0.026366	0.016157	0.014991	0.008255	0.019107	0.007320	0.010805	0.018728	0.009661	0.013788	0.017694	0.005938	0.010647	0.024318	0.016461	0.012126	0.007684	0.021026
113.900000	0.016841	0.018849	0.026379	0.016167	0.014998	0.008266	0.019050	0.007309	0.010789	0.018669	0.009687	0.013801	0.017717	0.005948	0.010644	0.024318	0.016441	0.012114	0.007658	0.021043
114.000000	0.016812	0.018831	0.026391	0.016176	0.015006	0.008278	0.018993	0.007298	0.010773	0.018610	0.009712	0.013814	0.017739	0.005958	0.010641	0.024318	0.016422	0.012101	0.007632	0.021059
114.100000	0.016783	0.018813	0.026403	0.016184	0.015013	0.008288	0.018936	0.007286	0.010757	0.018550	0.009736	0.013827	0.017762	0.005968	0.010637	0.024318	0.016402	0.012089	0.007606	0.021074
114.200000	0.016753	0.018795	0.026415	0.016193	0.015020	0.008299	0.018879	0.007275	0.010741	0.018491	0.009761	0.013840	0.017783	0.005978	0.010634	0.024317	0.016382	0.012078	0.007580	0.021089
114.300000	0.016724	0.018776	0.026426	0.016201	0.015026	0.008309	0.018822	0.007263	0.010724	0.018431	0.009785	0.013852	0.017805	0.005989	0.010630	0.024316	0.016361	0.012066	0.007554	0.021104
114.400000	0.016694	0.018757	0.026437	0.016208	0.015032	0.008318	0.018764	0.007252	0.010707	0.018372	0.009808	0.013863	0.017827	0.006000	0.010626	0.024315	0.016341	0.012054	0.007529	0.021119
114.500000	0.016663	0.018737	0.026448	0.016216	0.015038	0.008327	0.018707	0.007240	0.010690	0.018312	0.009831	0.013875	0.017848	0.006011	0.010622	0.024313	0.016320	0.012043	0.007503	0.021133
114.600000	0.016632	0.018717	0.026458	0.016222	0.015043	0.008336	0.018649	0.007229	0.010672	0.018252	0.009854	0.013886	0.017869	0.006022	0.010618	0.024311	0.016299	0.012032	0.007478	0.021146
114.700000	0.016601	0.018697	0.026468	0.016229	0.015048	0.008345	0.018591	0.007217	0.010655	0.018192	0.009877	0.013897	0.017889	0.006034	0.010613	0.024309	0.016278	0.012021	0.007453	0.021160
114.800000	0.016570	0.018677	0.026478	0.016235	0.015053	0.008353	0.018533	0.007206	0.010637	0.018132	0.009899	0.013907	0.017910	0.006046	0.010609	0.024306	0.016256	0.012010	0.007427	0.021173
114.900000	0.016538	0.018656	0.026487	0.016241	0.015057	0.008361	0.018475	0.007194	0.010619	0.018072	0.009921	0.013918	0.017930	0.006058	0.010604	0.024303	0.016235	0.011999	0.007402	0.021185
115.000000	0.016507	0.018634	0.026496	0.016247	0.015061	0.008368	0.018417	0.007183	0.010600	0.018012	0.009942	0.013928	0.017949	0.006070	0.010599	0.024300	0.016213	0.011988	0.007377	0.021198
115.100000	0.016474	0.018613	0.026504	0.016252	0.015065	0.008375	0.018359	0.007171	0.010582	0.017951	0.009964	0.013937	0.017969	0.006083	0.010594	0.024296	0.016191	0.011978	0.007353	0.021210
115.200000	0.016442	0.018591	0.026513	0.016257	0.015068	0.008382	0.018301	0.007160	0.010563	0.017891	0.009985	0.013946	0.017988	0.006096	0.010588	0.024292	0.016169	0.011967	0.007328	0.021222
115.300000	0.016409	0.018568	0.026521	0.016261	0.015071	0.008388	0.018242	0.007148	0.010544	0.017830	0.010005	0.013955	0.018008	0.006109	0.010583	0.024288	0.016146	0.011957	0.007303	0.021233
115.400000	0.016376	0.018546	0.026528	0.016265	0.015074	0.008394	0.018184	0.007136	0.010525	0.017770	0.010025	0.013964	0.018026	0.006122	0.010577	0.024283	0.016124	0.011947	0.007279	0.021244
115.500000	0.016342	0.018523	0.026535	0.016269	0.015076	0.008400	0.018125	0.007125	0.010505	0.017709	0.010045	0.013973	0.018045	0.006136	0.010571	0.024279	0.016101	0.011937	0.007255	0.021255
115.600000	0.016309	0.018499	0.026543	0.016273	0.015078	0.008405	0.018067	0.007113	0.010486	0.017648	0.010065	0.013981	0.018063	0.006149	0.010565	0.024273	0.016078	0.011927	0.007231	0.021265
