period	AA	AC	AG	AT	CA	CC	CG	CT	GA	GC	GG	GT	RR	SS	TA	TC	TG	TT	WW	YY
2.100000	0.057973	0.058416	0.062485	0.055044	0.060372	0.061020	0.059556	0.059429	0.060102	0.058737	0.060903	0.059480	0.059211	0.055102	0.055755	0.061848	0.058610	0.059469	0.066234	0.059171
2.200000	0.031007	0.030739	0.031397	0.033328	0.032675	0.030692	0.030032	0.030142	0.030137	0.030050	0.030566	0.032525	0.028158	0.031063	0.033523	0.031436	0.030713	0.030873	0.032389	0.029105
2.300000	0.021786	0.021681	0.020591	0.021388	0.022106	0.023719	0.023070	0.023972	0.021786	0.022170	0.021720	0.024218	0.020402	0.024178	0.024153	0.025162	0.024043	0.023001	0.023880	0.027244
2.400000	0.018967	0.017716	0.019166	0.017482	0.014398	0.017816	0.019677	0.019547	0.015855	0.016925	0.017916	0.022177	0.020748	0.018004	0.019094	0.017012	0.017271	0.016243	0.019582	0.016031
2.500000	0.013773	0.015447	0.014215	0.011828	0.013027	0.015267	0.016552	0.014495	0.014657	0.016664	0.015251	0.013040	0.014085	0.012617	0.011933	0.014135	0.015565	0.013628	0.004320	0.013310
2.600000	0.014203	0.012942	0.012224	0.014193	0.012076	0.011461	0.013627	0.013865	0.014077	0.011470	0.009972	0.011734	0.011812	0.013398	0.011914	0.013924	0.011668	0.012378	0.011888	0.014738
2.700000	0.009230	0.013184	0.011135	0.010711	0.011402	0.011944	0.012061	0.011175	0.010074	0.013347	0.010917	0.011891	0.010092	0.012808	0.011215	0.011826	0.011460	0.009755	0.009738	0.011126
2.800000	0.010009	0.010715	0.009966	0.010377	0.010042	0.010269	0.009470	0.011104	0.009997	0.009947	0.010157	0.010053	0.011815	0.010306	0.009906	0.010127	0.010190	0.010744	0.009468	0.009667
2.900000	0.009340	0.009627	0.009557	0.009538	0.009344	0.009533	0.009304	0.009572	0.009539	0.009540	0.009256	0.009499	0.009675	0.009460	0.009387	0.009439	0.009477	0.009230	0.008812	0.009440
3.000000	0.008981	0.009389	0.009169	0.009380	0.009252	0.009244	0.009368	0.009512	0.008997	0.009077	0.009213	0.009226	0.009315	0.009185	0.009053	0.009310	0.009013	0.009506	0.009201	0.009207
3.100000	0.008458	0.008722	0.008861	0.008883	0.008603	0.008489	0.008313	0.008925	0.008196	0.008745	0.008772	0.009067	0.008700	0.008490	0.008591	0.008682	0.008542	0.009029	0.008750	0.008338
3.200000	0.008174	0.008405	0.008411	0.007422	0.007972	0.007565	0.007337	0.007297	0.007946	0.007717	0.007756	0.008099	0.006753	0.007573	0.007467	0.008147	0.008530	0.007777	0.008796	0.007036
3.300000	0.006846	0.008578	0.007233	0.008602	0.007720	0.007502	0.008819	0.007240	0.008219	0.006397	0.007917	0.006929	0.006537	0.007817	0.006809	0.008123	0.007209	0.008655	0.007496	0.008815
3.400000	0.006957	0.009142	0.007701	0.008660	0.007314	0.006792	0.006349	0.006869	0.006827	0.006822	0.007537	0.007060	0.006998	0.005605	0.008629	0.007096	0.007851	0.007373	0.008261	0.006135
3.500000	0.007614	0.008613	0.008415	0.008645	0.009370	0.007745	0.008310	0.008667	0.007407	0.006890	0.006873	0.007132	0.007922	0.007821	0.006713	0.006624	0.006708	0.006947	0.006976	0.008869
3.600000	0.007171	0.007472	0.005462	0.007677	0.008613	0.006510	0.008537	0.008008	0.006634	0.006604	0.007557	0.005783	0.010340	0.007334	0.006122	0.008370	0.006632	0.006860	0.007703	0.006624
3.700000	0.005110	0.007726	0.007777	0.007238	0.007940	0.006920	0.010644	0.005510	0.006831	0.006123	0.008446	0.007761	0.006332	0.006350	0.005319	0.005560	0.005352	0.008385	0.006370	0.007708
3.800000	0.006647	0.005184	0.009544	0.009336	0.009261	0.008856	0.005080	0.005952	0.006945	0.007860	0.005417	0.003648	0.007181	0.007793	0.003602	0.003956	0.007657	0.006392	0.008213	0.006108
3.900000	0.007310	0.005110	0.006629	0.005393	0.008995	0.005345	0.009664	0.008225	0.005321	0.004074	0.008052	0.004669	0.007495	0.006158	0.010213	0.007352	0.008091	0.006266	0.007513	0.007249
4.000000	0.006276	0.005557	0.004312	0.006971	0.005505	0.008092	0.005234	0.005044	0.004119	0.004762	0.008116	0.005448	0.008201	0.005214	0.006763	0.004656	0.005138	0.006640	0.004447	0.007940
4.100000	0.005163	0.005262	0.007440	0.008685	0.007935	0.006300	0.006927	0.005041	0.004775	0.005585	0.007103	0.006880	0.006820	0.003923	0.009948	0.007294	0.006645	0.003938	0.002658	0.005491
4.200000	0.005554	0.005469	0.010549	0.011333	0.009521	0.009235	0.006661	0.007416	0.008842	0.006820	0.007376	0.003211	0.008924	0.007206	0.001971	0.002606	0.008053	0.008562	0.011888	0.006131
4.300000	0.006444	0.006446	0.004123	0.004363	0.006027	0.005141	0.008837	0.008010	0.008155	0.009503	0.005564	0.006061	0.006098	0.001353	0.004361	0.005198	0.007076	0.005792	0.005757	0.004922
4.400000	0.005965	0.002519	0.003760	0.006107	0.003762	0.008505	0.003494	0.008562	0.004776	0.009185	0.005393	0.008707	0.005869	0.006522	0.006594	0.010057	0.009934	0.006679	0.008162	0.004116
4.500000	0.007189	0.005794	0.009662	0.010263	0.006660	0.004978	0.004343	0.004440	0.003947	0.002319	0.006089	0.004316	0.007646	0.003555	0.009719	0.010843	0.005710	0.006049	0.007211	0.001706
4.600000	0.014621	0.005981	0.010295	0.006202	0.006474	0.005741	0.007339	0.007547	0.001006	0.005223	0.009397	0.004809	0.006172	0.012495	0.008669	0.012047	0.004513	0.010922	0.004196	0.007613
4.700000	0.005942	0.006136	0.003970	0.005804	0.005678	0.001924	0.008645	0.006823	0.005894	0.004682	0.010448	0.009430	0.013617	0.008122	0.009435	0.008277	0.005796	0.006888	0.011326	0.010076
4.800000	0.004873	0.006487	0.006913	0.008240	0.010605	0.001404	0.004497	0.007332	0.002651	0.005572	0.008786	0.001380	0.012079	0.004847	0.007121	0.005304	0.004453	0.006842	0.006623	0.004190
4.900000	0.008363	0.006179	0.004465	0.002909	0.008845	0.001590	0.007427	0.006930	0.008338	0.005548	0.003720	0.006799	0.004562	0.014613	0.004114	0.006153	0.010601	0.003481	0.005039	0.005478
5.000000	0.013830	0.003950	0.006444	0.005912	0.000385	0.009536	0.003950	0.014073	0.014154	0.003833	0.009600	0.000518	0.005914	0.008711	0.005392	0.005926	0.004435	0.013662	0.005009	0.002692
5.100000	0.009418	0.002904	0.006202	0.007827	0.010186	0.007125	0.008940	0.008535	0.008292	0.010624	0.006780	0.010957	0.010303	0.008842	0.009471	0.005669	0.004365	0.007860	0.009856	0.007142
5.200000	0.002307	0.005263	0.003171	0.002488	0.002225	0.002896	0.004583	0.008413	0.007026	0.005563	0.000914	0.001715	0.008310	0.010814	0.005961	0.005608	0.002182	0.001565	0.007308	0.013761
5.300000	0.009385	0.009496	0.007606	0.005991	0.009481	0.004238	0.005225	0.008773	0.006101	0.002383	0.003587	0.009056	0.004099	0.002165	0.002852	0.008421	0.010334	0.010902	0.013487	0.005712
5.400000	0.007245	0.003125	0.004625	0.003300	0.010686	0.006343	0.004561	0.008182	0.009355	0.006410	0.007659	0.011160	0.003707	0.006653	0.001411	0.003022	0.004514	0.008073	0.002596	0.005516
5.500000	0.004616	0.008673	0.006294	0.003728	0.005730	0.006917	0.005641	0.007895	0.007904	0.006420	0.007117	0.005880	0.007591	0.003296	0.003904	0.006076	0.009192	0.005332	0.006039	0.004893
5.600000	0.009310	0.005717	0.010357	0.009932	0.006984	0.003788	0.001676	0.004382	0.000434	0.005196	0.006590	0.009417	0.007573	0.003105	0.009128	0.008578	0.005685	0.010216	0.010651	0.008455
5.700000	0.004745	0.008841	0.007273	0.009281	0.008181	0.007108	0.014190	0.006876	0.008612	0.006468	0.005550	0.004744	0.009978	0.003748	0.002906	0.002368	0.007649	0.006962	0.006976	0.009399
5.800000	0.008160	0.005233	0.005368	0.005489	0.011341	0.005233	0.008735	0.007536	0.004290	0.003912	0.008382	0.012871	0.010438	0.008754	0.009977	0.015600	0.007533	0.005280	0.010014	0.017414
5.900000	0.004740	0.014265	0.010172	0.004613	0.011011	0.008130	0.003522	0.008401	0.004203	0.011808	0.006049	0.002430	0.004098	0.005152	0.005480	0.001414	0.008767	0.006124	0.004649	0.010235
6.000000	0.007260	0.003760	0.007977	0.010493	0.003241	0.006075	0.006168	0.009102	0.009611	0.001930	0.006280	0.008082	0.011977	0.008805	0.012440	0.007902	0.006213	0.006588	0.006939	0.006163
6.100000	0.005899	0.007764	0.008252	0.008429	0.007672	0.010419	0.012047	0.008374	0.005386	0.009506	0.009418	0.009635	0.006307	0.013625	0.006921	0.005332	0.006718	0.002439	0.008251	0.009825
6.200000	0.003526	0.004518	0.007243	0.003928	0.011699	0.005163	0.003545	0.009735	0.004544	0.007819	0.013968	0.004199	0.017884	0.005033	0.013627	0.017108	0.007337	0.009790	0.007585	0.009377
6.300000	0.004039	0.003956	0.018841	0.008503	0.002302	0.009208	0.004486	0.006191	0.015300	0.008248	0.003705	0.006938	0.005868	0.011499	0.010706	0.010181	0.005098	0.006806	0.006493	0.008197
6.400000	0.007085	0.007911	0.011293	0.005365	0.007466	0.009132	0.003914	0.006094	0.006223	0.004426	0.009014	0.007672	0.000733	0.005976	0.005166	0.011300	0.008084	0.006481	0.012712	0.006121
6.500000	0.004924	0.006700	0.013125	0.004162	0.006225	0.010741	0.005778	0.004510	0.006369	0.005002	0.004057	0.008034	0.011635	0.006267	0.007376	0.005647	0.002538	0.005498	0.002734	0.009778
6.600000	0.005104	0.004852	0.002547	0.008667	0.008688	0.005230	0.005011	0.005532	0.005645	0.011991	0.010533	0.006652	0.015316	0.011150	0.010568	0.009941	0.008884	0.004090	0.008263	0.005190
6.700000	0.003892	0.004077	0.012714	0.005288	0.008876	0.004591	0.004053	0.004832	0.005698	0.006307	0.004826	0.009151	0.018411	0.008984	0.007165	0.011541	0.005608	0.003976	0.004371	0.018201
6.800000	0.006547	0.007142	0.002671	0.007531	0.011873	0.006098	0.013149	0.008084	0.003060	0.012875	0.012515	0.002851	0.007451	0.006337	0.004588	0.009873	0.004636	0.004380	0.008125	0.007909
6.900000	0.003021	0.002368	0.005898	0.003428	0.010965	0.009518	0.015222	0.004030	0.008027	0.015083	0.006386	0.013247	0.012495	0.004331	0.004741	0.007539	0.001722	0.001036	0.005940	0.013631
7.000000	0.010491	0.004771	0.004998	0.004096	0.004853	0.005366	0.009059	0.007780	0.013207	0.002702	0.005734	0.003850	0.014815	0.007174	0.008566	0.003903	0.008500	0.006763	0.006760	0.023951
7.100000	0.002759	0.008083	0.003789	0.010194	0.009912	0.008307	0.003724	0.006181	0.004923	0.009883	0.002939	0.013517	0.019178	0.004571	0.009758	0.010758	0.001700	0.007004	0.005801	0.016930
7.200000	0.007402	0.004654	0.005581	0.000860	0.004235	0.009363	0.001805	0.011465	0.014051	0.008472	0.006324	0.008382	0.009095	0.005021	0.005704	0.007860	0.005689	0.007037	0.004361	0.010206
7.300000	0.003381	0.009430	0.001916	0.008745	0.005486	0.005152	0.010497	0.016003	0.013623	0.001929	0.009383	0.003222	0.025902	0.007713	0.007472	0.010064	0.001144	0.005254	0.004859	0.021068
7.400000	0.011580	0.009178	0.009554	0.004086	0.003835	0.004176	0.010975	0.004306	0.001469	0.005420	0.006314	0.001741	0.016841	0.022615	0.003885	0.012040	0.006917	0.010836	0.010774	0.014411
7.500000	0.006401	0.004721	0.008211	0.002244	0.002787	0.005434	0.000538	0.006430	0.007719	0.008535	0.009890	0.005661	0.001683	0.023463	0.006281	0.008875	0.007771	0.006414	0.009989	0.011733
7.600000	0.013830	0.004069	0.003412	0.004023	0.005178	0.006863	0.007871	0.003209	0.008258	0.001455	0.012723	0.004703	0.008416	0.012382	0.006293	0.004197	0.010065	0.011914	0.005963	0.005007
7.700000	0.016208	0.017020	0.002760	0.004833	0.001855	0.012568	0.008596	0.014116	0.009391	0.014368	0.005824	0.006763	0.007931	0.009143	0.008443	0.008907	0.009695	0.017589	0.013330	0.014776
7.800000	0.005473	0.016589	0.005292	0.002994	0.005084	0.006186	0.012211	0.011161	0.003212	0.014081	0.001758	0.008019	0.003152	0.013862	0.010878	0.011234	0.009418	0.004660	0.007566	0.013461
7.900000	0.009791	0.002528	0.006548	0.006862	0.006405	0.004223	0.010450	0.008692	0.011195	0.014200	0.001872	0.006891	0.014464	0.010992	0.003965	0.005187	0.007484	0.011875	0.007760	0.010763
8.000000	0.009116	0.007616	0.003289	0.000250	0.002188	0.006654	0.008335	0.008673	0.011220	0.018135	0.005647	0.007320	0.014376	0.005569	0.009876	0.008770	0.006565	0.012388	0.013470	0.009874
8.100000	0.005175	0.000665	0.007625	0.010724	0.003284	0.006830	0.007642	0.004981	0.004113	0.006979	0.006882	0.003192	0.006781	0.017243	0.010129	0.007169	0.001189	0.006101	0.010834	0.004928
8.200000	0.006433	0.013981	0.002914	0.011264	0.001909	0.005244	0.004417	0.012304	0.003457	0.009788	0.005138	0.009057	0.005789	0.019033	0.002829	0.007103	0.011152	0.015915	0.008934	0.004969
8.300000	0.011209	0.019216	0.010456	0.004808	0.010792	0.004029	0.011664	0.009733	0.004840	0.015736	0.005066	0.014096	0.010884	0.008983	0.004781	0.012911	0.018158	0.014287	0.005295	0.009547
8.400000	0.012765	0.011597	0.015358	0.008968	0.015725	0.002644	0.013701	0.004186	0.009244	0.007579	0.004514	0.010935	0.018526	0.003553	0.007255	0.011441	0.013951	0.011987	0.004720	0.009717
8.500000	0.008684	0.002200	0.012402	0.005025	0.010809	0.009288	0.008580	0.006864	0.008284	0.004602	0.013160	0.001887	0.020392	0.006650	0.006713	0.004439	0.007016	0.014690	0.010536	0.007857
8.600000	0.009500	0.008576	0.007371	0.006076	0.007704	0.019605	0.008901	0.005271	0.004771	0.009330	0.019704	0.007829	0.014145	0.003271	0.006231	0.007224	0.008886	0.009811	0.012937	0.014019
8.700000	0.009629	0.011509	0.002048	0.013102	0.012341	0.020296	0.014603	0.005958	0.006151	0.005899	0.018814	0.010734	0.004043	0.003907	0.004082	0.011080	0.006666	0.000295	0.010969	0.015651
8.800000	0.001726	0.009666	0.004648	0.011900	0.008915	0.010955	0.015557	0.006046	0.004042	0.008471	0.012395	0.007367	0.010331	0.005016	0.005794	0.009524	0.002553	0.006165	0.006544	0.012739
8.900000	0.009387	0.003059	0.006705	0.010490	0.003636	0.008011	0.011535	0.001557	0.003806	0.013529	0.005709	0.002435	0.016412	0.003821	0.011242	0.006082	0.005356	0.007255	0.003664	0.015831
9.000000	0.016934	0.005423	0.002943	0.012676	0.008527	0.011599	0.004748	0.003892	0.006511	0.012307	0.003134	0.001043	0.014083	0.005638	0.011512	0.006948	0.007109	0.008922	0.005634	0.016615
9.100000	0.018875	0.009242	0.007604	0.011278	0.006610	0.007917	0.002377	0.005706	0.004726	0.006990	0.002236	0.000254	0.005623	0.012263	0.007006	0.010297	0.008482	0.014415	0.007801	0.009013
9.200000	0.017421	0.007558	0.012661	0.007336	0.001646	0.002017	0.007126	0.002976	0.005160	0.007527	0.004357	0.001351	0.002191	0.017607	0.009857	0.011911	0.008503	0.017847	0.004178	0.003614
9.300000	0.013457	0.004035	0.010839	0.004854	0.008824	0.001421	0.008176	0.002367	0.008300	0.009446	0.009864	0.002562	0.003840	0.017178	0.014362	0.010048	0.007001	0.014930	0.006935	0.009329
9.400000	0.007304	0.003061	0.003428	0.004251	0.009260	0.006530	0.005994	0.007330	0.008723	0.005548	0.013512	0.003087	0.001574	0.010702	0.012046	0.005681	0.005615	0.005581	0.020083	0.007233
9.500000	0.006141	0.003580	0.004903	0.004823	0.002506	0.013621	0.003214	0.009794	0.010473	0.003736	0.012885	0.003228	0.007428	0.002956	0.004132	0.004292	0.003487	0.006344	0.026096	0.001271
9.600000	0.009614	0.006164	0.009836	0.003928	0.009744	0.016156	0.002769	0.008931	0.013940	0.011378	0.008317	0.007848	0.010261	0.003293	0.004621	0.004825	0.002120	0.014329	0.018462	0.009651
9.700000	0.009478	0.007443	0.010850	0.003955	0.018549	0.011198	0.005318	0.006362	0.013825	0.014648	0.002560	0.015001	0.009535	0.003911	0.009897	0.002545	0.005254	0.015299	0.003202	0.014333
9.800000	0.007575	0.005510	0.009863	0.009457	0.020978	0.001386	0.009723	0.005959	0.008615	0.012444	0.001300	0.019838	0.011682	0.006596	0.011244	0.007068	0.005748	0.010174	0.025258	0.014382
9.900000	0.008462	0.005036	0.008267	0.013365	0.016120	0.007756	0.013429	0.006217	0.000550	0.008208	0.002258	0.018952	0.016027	0.010018	0.010992	0.013627	0.002455	0.002966	0.040586	0.011796
10.000000	0.009404	0.008799	0.006879	0.012709	0.006766	0.011604	0.014625	0.003603	0.006506	0.009143	0.003453	0.013075	0.016653	0.009224	0.010439	0.016561	0.003726	0.002507	0.041337	0.009344
10.100000	0.006974	0.009973	0.006854	0.008062	0.003216	0.009654	0.013594	0.002935	0.009620	0.012424	0.005980	0.008200	0.012093	0.004003	0.008084	0.014057	0.007536	0.003697	0.027954	0.008239
10.200000	0.002307	0.006997	0.007691	0.003917	0.010231	0.006825	0.012837	0.008334	0.008277	0.013228	0.007006	0.010265	0.007186	0.006831	0.003848	0.007486	0.007396	0.002916	0.008388	0.008766
10.300000	0.004436	0.004244	0.008428	0.004737	0.012884	0.008164	0.013035	0.011083	0.003959	0.011235	0.005455	0.010664	0.011262	0.013301	0.002979	0.004795	0.003882	0.003167	0.009921	0.010128
10.400000	0.007944	0.008609	0.010470	0.004009	0.012071	0.008310	0.011858	0.009464	0.001021	0.007728	0.002384	0.006118	0.016661	0.015068	0.005858	0.011145	0.006070	0.002947	0.016889	0.010993
10.500000	0.009015	0.012332	0.013806	0.000728	0.010553	0.004682	0.007934	0.004889	0.004491	0.004318	0.002227	0.004421	0.017931	0.011244	0.006346	0.015275	0.011339	0.004349	0.012820	0.010865
10.600000	0.008403	0.012939	0.015844	0.005193	0.010355	0.003908	0.003161	0.005723	0.005668	0.003036	0.003625	0.011020	0.014174	0.003903	0.004517	0.015442	0.013358	0.009338	0.002464	0.010890
10.700000	0.007379	0.011269	0.014681	0.008838	0.010106	0.009275	0.005542	0.010650	0.004742	0.003838	0.003113	0.014389	0.006812	0.005544	0.001882	0.012201	0.011185	0.013876	0.012015	0.013101
10.800000	0.006370	0.008907	0.010264	0.009613	0.007833	0.012118	0.008654	0.012833	0.003221	0.004464	0.002591	0.012694	0.007004	0.011813	0.000339	0.007109	0.006094	0.015327	0.020015	0.017031
10.900000	0.005799	0.006414	0.004479	0.007984	0.003354	0.011165	0.008470	0.011399	0.004186	0.004926	0.004901	0.007234	0.016136	0.014900	0.002552	0.002894	0.000618	0.012928	0.020542	0.020088
11.000000	0.007118	0.003643	0.004008	0.006310	0.002116	0.007709	0.005596	0.007405	0.006567	0.005480	0.007122	0.002793	0.022703	0.014883	0.005742	0.004077	0.003307	0.008310	0.014311	0.020131
11.100000	0.009858	0.003689	0.007527	0.006456	0.006817	0.005145	0.004652	0.002684	0.007994	0.005174	0.007505	0.006110	0.024075	0.012639	0.009270	0.005272	0.004038	0.006685	0.004684	0.016109
11.200000	0.012206	0.007186	0.009105	0.006929	0.009318	0.006147	0.008654	0.001860	0.007730	0.003198	0.005799	0.007789	0.020171	0.009202	0.011818	0.003896	0.002106	0.009991	0.005456	0.008738
11.300000	0.012883	0.009654	0.008991	0.006625	0.008791	0.007011	0.012256	0.004030	0.005834	0.003397	0.002486	0.006225	0.012351	0.005310	0.012234	0.000174	0.002484	0.012190	0.011170	0.001091
11.400000	0.011795	0.009702	0.008679	0.006964	0.005512	0.005956	0.013966	0.004697	0.004016	0.009144	0.001515	0.003006	0.003971	0.004183	0.010531	0.004811	0.006108	0.011528	0.012442	0.008663
11.500000	0.009194	0.007086	0.008590	0.008650	0.000311	0.003337	0.013818	0.004087	0.005420	0.015242	0.004922	0.001887	0.004544	0.007528	0.007383	0.009602	0.008659	0.008513	0.009916	0.013821
11.600000	0.005955	0.002855	0.008034	0.010233	0.005466	0.000294	0.012755	0.002525	0.008371	0.019570	0.007142	0.002952	0.007314	0.010676	0.004322	0.012930	0.009676	0.005678	0.006288	0.014885
11.700000	0.003558	0.002712	0.006434	0.010327	0.010544	0.002216	0.011359	0.000695	0.010530	0.020650	0.007795	0.003093	0.005621	0.011764	0.002641	0.013907	0.009656	0.006393	0.005435	0.012112
11.800000	0.004836	0.006460	0.004489	0.008647	0.013916	0.003713	0.009642	0.003546	0.011239	0.017898	0.006974	0.005849	0.000185	0.010281	0.001720	0.012260	0.009466	0.008659	0.006940	0.007535
11.900000	0.007935	0.008657	0.004214	0.005923	0.015268	0.004291	0.007727	0.007141	0.010762	0.012083	0.005373	0.011040	0.007262	0.006732	0.001686	0.008556	0.009525	0.009835	0.007705	0.006302
12.000000	0.010617	0.008951	0.005245	0.003462	0.014518	0.004163	0.006455	0.010118	0.009532	0.004923	0.004322	0.015916	0.014034	0.002548	0.004868	0.003820	0.009229	0.009332	0.007572	0.009305
12.100000	0.012154	0.007957	0.005378	0.003499	0.012304	0.003458	0.007243	0.011678	0.008243	0.005216	0.005260	0.018755	0.018269	0.004225	0.008896	0.003134	0.008161	0.007619	0.007830	0.011075
12.200000	0.012111	0.006525	0.003821	0.005364	0.009317	0.002212	0.009146	0.011290	0.007128	0.010762	0.007075	0.018566	0.018950	0.008009	0.012444	0.007073	0.006322	0.005311	0.008920	0.009857
12.300000	0.010335	0.005170	0.001806	0.007558	0.006246	0.001880	0.010344	0.008888	0.005994	0.013715	0.008331	0.015190	0.016262	0.010299	0.014515	0.009814	0.004160	0.002980	0.010095	0.005891
12.400000	0.007268	0.003757	0.004649	0.009982	0.003775	0.004113	0.010182	0.005269	0.004719	0.013348	0.008552	0.009635	0.012290	0.010864	0.014819	0.010724	0.002426	0.001463	0.011021	0.001845
12.500000	0.003473	0.001864	0.008624	0.012266	0.002234	0.006707	0.008808	0.003059	0.003303	0.009861	0.007597	0.003202	0.010524	0.009887	0.013312	0.009804	0.001749	0.002235	0.011830	0.006128
12.600000	0.000680	0.001763	0.011615	0.013819	0.001925	0.008535	0.007491	0.005877	0.002082	0.004297	0.005758	0.003137	0.012519	0.007973	0.010507	0.007699	0.002359	0.003722	0.012826	0.010371
12.700000	0.003306	0.004676	0.013020	0.014263	0.002727	0.009035	0.007944	0.009066	0.001509	0.002033	0.003753	0.007328	0.014938	0.005952	0.007254	0.005879	0.003963	0.004952	0.013999	0.012436
12.800000	0.004842	0.007487	0.012624	0.013270	0.004008	0.007829	0.009714	0.010790	0.001644	0.007490	0.002796	0.009229	0.015194	0.004566	0.004270	0.006151	0.006129	0.005573	0.014758	0.011871
12.900000	0.004832	0.009401	0.011048	0.011048	0.005280	0.005033	0.011114	0.010718	0.002333	0.011077	0.003458	0.008872	0.012890	0.004377	0.002447	0.008009	0.008259	0.005377	0.014788	0.009082
13.000000	0.003557	0.010164	0.009742	0.008122	0.006182	0.001205	0.011251	0.009086	0.003643	0.012186	0.004243	0.007265	0.009116	0.005041	0.002615	0.009691	0.009788	0.004308	0.014219	0.005007
13.100000	0.002259	0.009854	0.010107	0.004964	0.006364	0.003463	0.009953	0.006324	0.005352	0.010606	0.004367	0.006348	0.006696	0.005819	0.004028	0.010263	0.010150	0.002369	0.013220	0.000667
13.200000	0.003749	0.009225	0.011903	0.002222	0.005712	0.007650	0.008176	0.003578	0.007058	0.006773	0.003966	0.007693	0.008704	0.006320	0.006016	0.009564	0.009145	0.000232	0.012120	0.002898
13.300000	0.006431	0.009370	0.013684	0.001676	0.004367	0.011006	0.008062	0.003656	0.008446	0.001507	0.003762	0.009924	0.011997	0.006394	0.008328	0.007902	0.006958	0.003170	0.011007	0.005087
13.400000	0.008751	0.010528	0.014230	0.003526	0.002740	0.012979	0.010492	0.006090	0.009233	0.004305	0.004403	0.011372	0.013806	0.005910	0.010472	0.005737	0.004119	0.006110	0.009454	0.005944
13.500000	0.010286	0.011917	0.013047	0.005581	0.002311	0.013310	0.013723	0.008249	0.009398	0.009680	0.005565	0.011414	0.013393	0.004921	0.011940	0.003885	0.003120	0.008649	0.007108	0.006533
13.600000	0.011165	0.012729	0.010271	0.007635	0.003776	0.012149	0.016314	0.009511	0.009278	0.013941	0.006611	0.010192	0.011171	0.003725	0.012470	0.003194	0.005897	0.010542	0.003990	0.008495
13.700000	0.011708	0.012431	0.006257	0.009444	0.005413	0.009683	0.017442	0.009682	0.009260	0.016607	0.007149	0.008119	0.008351	0.002852	0.011847	0.003207	0.009225	0.011548	0.001825	0.011930
13.800000	0.012310	0.010974	0.002581	0.010609	0.006444	0.006263	0.016730	0.008743	0.009618	0.017433	0.007119	0.005949	0.007584	0.002965	0.010053	0.002727	0.011955	0.011520	0.005278	0.015658
13.900000	0.013288	0.009041	0.005273	0.010893	0.006672	0.002425	0.014401	0.006939	0.010355	0.016719	0.006887	0.004745	0.010063	0.003818	0.007423	0.001386	0.013904	0.010636	0.009455	0.018742
14.000000	0.014485	0.007922	0.009870	0.010169	0.006102	0.001406	0.010824	0.004549	0.011111	0.014923	0.006987	0.004854	0.013288	0.004795	0.004393	0.001787	0.015140	0.009208	0.013087	0.020564
14.100000	0.015348	0.008785	0.013728	0.008445	0.004880	0.004853	0.006439	0.002082	0.011404	0.012538	0.007702	0.005347	0.015394	0.005709	0.002082	0.004911	0.015734	0.007717	0.015604	0.020652
14.200000	0.015459	0.011019	0.016319	0.006210	0.003556	0.007604	0.001979	0.002115	0.011040	0.010314	0.008845	0.005545	0.015709	0.006695	0.003372	0.008420	0.015938	0.006973	0.016751	0.019043
14.300000	0.014664	0.013336	0.017571	0.004728	0.003291	0.009543	0.002483	0.004342	0.010137	0.008928	0.010001	0.005536	0.014247	0.007962	0.005671	0.011746	0.016034	0.007465	0.016617	0.016144
14.400000	0.012847	0.014899	0.017467	0.005623	0.004557	0.010585	0.005744	0.006284	0.008966	0.008459	0.010752	0.005749	0.011254	0.009488	0.007383	0.014378	0.016001	0.008689	0.015315	0.012317
14.500000	0.010092	0.015285	0.016138	0.007969	0.006271	0.010684	0.007899	0.007467	0.008042	0.008410	0.010830	0.006455	0.007459	0.011028	0.008196	0.015835	0.015650	0.009847	0.013111	0.008023
14.600000	0.006844	0.014540	0.014076	0.010261	0.007745	0.009976	0.008808	0.007777	0.007949	0.008280	0.010276	0.007446	0.005044	0.012360	0.008117	0.015950	0.014903	0.010532	0.010568	0.003855
14.700000	0.003963	0.012922	0.011875	0.011919	0.008737	0.008640	0.008582	0.007256	0.008690	0.007844	0.009285	0.008270	0.007044	0.013317	0.007288	0.014754	0.013688	0.010673	0.008290	0.001028
14.800000	0.003736	0.010694	0.010074	0.012673	0.009111	0.006788	0.007395	0.005992	0.009644	0.007083	0.008086	0.008502	0.010889	0.013705	0.005871	0.012305	0.011856	0.010333	0.006771	0.003491
14.900000	0.006046	0.008265	0.009112	0.012470	0.008837	0.004608	0.005582	0.004232	0.010180	0.006190	0.006996	0.007909	0.014322	0.013454	0.004181	0.008898	0.009382	0.009772	0.006209	0.006088
15.000000	0.008400	0.006179	0.008987	0.011523	0.008047	0.002463	0.003727	0.002506	0.009993	0.005506	0.006325	0.006555	0.016764	0.012762	0.002914	0.005209	0.006426	0.009413	0.006247	0.008321
15.100000	0.010107	0.004878	0.009185	0.010112	0.006905	0.001665	0.002846	0.002029	0.008992	0.005267	0.006086	0.004715	0.018125	0.011943	0.003166	0.003069	0.003148	0.009518	0.006356	0.010390
15.200000	0.010969	0.004395	0.009117	0.008443	0.005525	0.003262	0.003627	0.003079	0.007193	0.005389	0.005975	0.003127	0.018386	0.011322	0.004607	0.005052	0.000484	0.009949	0.006261	0.012359
